NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOCC_BASAL_CORTEX	5		Rejected!	
GOCC_BASAL_DENDRITE	6		Rejected!	
GOCC_BASAL_PART_OF_CELL	312	303		
GOCC_BASEMENT_MEMBRANE	92	91		
GOCC_BASEMENT_MEMBRANE_COLLAGEN_TRIMER	8		Rejected!	
GOCC_BASOLATERAL_PLASMA_MEMBRANE	260	252		
GOCC_BBAF_COMPLEX	10		Rejected!	
GOCC_BBSOME	8		Rejected!	
GOCC_BCL_2_FAMILY_PROTEIN_COMPLEX	10		Rejected!	
GOCC_BETA_CATENIN_DESTRUCTION_COMPLEX	12		Rejected!	
GOCC_BETA_CATENIN_TCF_COMPLEX	13		Rejected!	
GOCC_BLEB	9		Rejected!	
GOCC_BLOC_1_COMPLEX	15		Rejected!	
GOCC_BLOC_COMPLEX	20	19		
GOCC_BLOOD_MICROPARTICLE	144	108		
GOCC_BORC_COMPLEX	8		Rejected!	
GOCC_BOX_C_D_RNP_COMPLEX	6		Rejected!	
GOCC_BOX_H_ACA_RNP_COMPLEX	9		Rejected!	
GOCC_BOX_H_ACA_TELOMERASE_RNP_COMPLEX	5		Rejected!	
GOCC_BRAHMA_COMPLEX	14		Rejected!	
GOCC_BRCA1_A_COMPLEX	8		Rejected!	
GOCC_BRCA1_C_COMPLEX	6		Rejected!	
GOCC_BRISC_COMPLEX	6		Rejected!	
GOCC_BRUSH_BORDER	108	103		
GOCC_BRUSH_BORDER_MEMBRANE	60	56		
GOCC_B_CELL_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_B_WICH_COMPLEX	7		Rejected!	
GOCC_CAJAL_BODY	83	65		
GOCC_CALCINEURIN_COMPLEX	6		Rejected!	
GOCC_CALCITONIN_FAMILY_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_CALCIUM_AND_CALMODULIN_DEPENDENT_PROTEIN_KINASE_COMPLEX	5		Rejected!	
GOCC_CALCIUM_CHANNEL_COMPLEX	70	65		
GOCC_CALYX_OF_HELD	18	18		
GOCC_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX	9		Rejected!	
GOCC_CANONICAL_INFLAMMASOME_COMPLEX	18	17		
GOCC_CARBOXY_TERMINAL_DOMAIN_PROTEIN_KINASE_COMPLEX	21	19		
GOCC_CARDIAC_MYOFIBRIL	6		Rejected!	
GOCC_CASPASE_COMPLEX	10		Rejected!	
GOCC_CATALYTIC_COMPLEX	1739		Rejected!	
GOCC_CATALYTIC_STEP_1_SPLICEOSOME	12		Rejected!	
GOCC_CATALYTIC_STEP_2_SPLICEOSOME	91	87		
GOCC_CATENIN_COMPLEX	31	31		
GOCC_CATION_CHANNEL_COMPLEX	205	198		
GOCC_CATION_TRANSPORTING_ATPASE_COMPLEX	19	19		
GOCC_CATSPER_COMPLEX	14		Rejected!	
GOCC_CAVEOLA	83	78		
GOCC_CBM_COMPLEX	5		Rejected!	
GOCC_CCAAT_BINDING_FACTOR_COMPLEX	5		Rejected!	
GOCC_CCR4_NOT_COMPLEX	16	15		
GOCC_CCR4_NOT_CORE_COMPLEX	6		Rejected!	
GOCC_CD40_RECEPTOR_COMPLEX	11		Rejected!	
GOCC_CD95_DEATH_INDUCING_SIGNALING_COMPLEX	6		Rejected!	
GOCC_CDC73_PAF1_COMPLEX	7		Rejected!	
GOCC_CELL_BODY	558		Rejected!	
GOCC_CELL_BODY_FIBER	8		Rejected!	
GOCC_CELL_BODY_MEMBRANE	32	32		
GOCC_CELL_CELL_CONTACT_ZONE	74	73		
GOCC_CELL_CELL_JUNCTION	517	497		
GOCC_CELL_CORTEX	314	289		
GOCC_CELL_CORTEX_REGION	35	33		
GOCC_CELL_DIVISION_SITE	74	58		
GOCC_CELL_LEADING_EDGE	428	414		
GOCC_CELL_POLE	9		Rejected!	
GOCC_CELL_PROJECTION_MEMBRANE	356	334		
GOCC_CELL_SUBSTRATE_JUNCTION	437	425		
GOCC_CELL_SURFACE	907		Rejected!	
GOCC_CELL_TIP	7		Rejected!	
GOCC_CELL_TRAILING_EDGE	15	15		
GOCC_CENTRAL_ELEMENT	8		Rejected!	
GOCC_CENTRIOLAR_SATELLITE	127	122		
GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	10		Rejected!	
GOCC_CENTRIOLE	162	143		
GOCC_CENTROSOME	737		Rejected!	
GOCC_CEREBELLAR_CLIMBING_FIBER_TO_PURKINJE_CELL_SYNAPSE	7		Rejected!	
GOCC_CEREBELLAR_MOSSY_FIBER	7		Rejected!	
GOCC_CHAPERONIN_CONTAINING_T_COMPLEX	11		Rejected!	
GOCC_CHECKPOINT_CLAMP_COMPLEX	5		Rejected!	
GOCC_CHITOSOME	22	22		
GOCC_CHLORIDE_CHANNEL_COMPLEX	56	53		
GOCC_CHOLINERGIC_SYNAPSE	10		Rejected!	
GOCC_CHROMAFFIN_GRANULE	14		Rejected!	
GOCC_CHROMAFFIN_GRANULE_MEMBRANE	9		Rejected!	
GOCC_CHROMATIN_SILENCING_COMPLEX	13		Rejected!	
GOCC_CHROMATOID_BODY	13		Rejected!	
GOCC_CHROMOCENTER	14		Rejected!	
GOCC_CHROMOSOMAL_REGION	404	355		
GOCC_CHROMOSOME_CENTROMERIC_CORE_DOMAIN	19		Rejected!	
GOCC_CHROMOSOME_CENTROMERIC_REGION	262	227		
GOCC_CHROMOSOME_PASSENGER_COMPLEX	6		Rejected!	
GOCC_CHROMOSOME_TELOMERIC_REGION	173	142		
GOCC_CHROMOSOME_TELOMERIC_REPEAT_REGION	14		Rejected!	
GOCC_CHYLOMICRON	13		Rejected!	
GOCC_CIA_COMPLEX	5		Rejected!	
GOCC_CILIARY_BASAL_BODY	172	152		
GOCC_CILIARY_BASE	47	37		
GOCC_CILIARY_MEMBRANE	78	73		
GOCC_CILIARY_PLASM	186	138		
GOCC_CILIARY_ROOTLET	14		Rejected!	
GOCC_CILIARY_TIP	48	41		
GOCC_CILIARY_TRANSITION_FIBER	8		Rejected!	
GOCC_CILIARY_TRANSITION_ZONE	74	65		
GOCC_CILIUM	782		Rejected!	
GOCC_CIS_GOLGI_NETWORK	75	57		
GOCC_CIS_GOLGI_NETWORK_MEMBRANE	10		Rejected!	
GOCC_CKM_COMPLEX	5		Rejected!	
GOCC_CLATHRIN_ADAPTOR_COMPLEX	27	25		
GOCC_CLATHRIN_COAT	51	49		
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE	93	88		
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE	75	71		
GOCC_CLATHRIN_COATED_PIT	77	74		
GOCC_CLATHRIN_COATED_VESICLE	220	210		
GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE	138	132		
GOCC_CLATHRIN_COAT_OF_COATED_PIT	18	18		
GOCC_CLATHRIN_COMPLEX	8		Rejected!	
GOCC_CLATHRIN_SCULPTED_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT_VESICLE	8		Rejected!	
GOCC_CLATHRIN_SCULPTED_MONOAMINE_TRANSPORT_VESICLE	5		Rejected!	
GOCC_CLATHRIN_SCULPTED_VESICLE	12		Rejected!	
GOCC_CLATHRIN_VESICLE_COAT	35	33		
GOCC_CLEAVAGE_FURROW	55	49		
GOCC_CLOCK_BMAL_TRANSCRIPTION_COMPLEX	5		Rejected!	
GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	168	156		
GOCC_CMG_COMPLEX	11		Rejected!	
GOCC_COATED_VESICLE	320	305		
GOCC_COATED_VESICLE_MEMBRANE	205	195		
GOCC_COHESIN_COMPLEX	11		Rejected!	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	429	414		
GOCC_COLLAGEN_TRIMER	86	84		
GOCC_COLLAGEN_TYPE_IV_TRIMER	6		Rejected!	
GOCC_COMMITMENT_COMPLEX	5		Rejected!	
GOCC_COMPACT_MYELIN	14		Rejected!	
GOCC_COMPLEX_OF_COLLAGEN_TRIMERS	21	21		
GOCC_CONDENSED_CHROMOSOME	285	261		
GOCC_CONDENSED_CHROMOSOME_CENTROMERIC_REGION	185	171		
GOCC_CONDENSED_NUCLEAR_CHROMOSOME	81	72		
GOCC_CONDENSIN_COMPLEX	8		Rejected!	
GOCC_CONE_PHOTORECEPTOR_OUTER_SEGMENT	9		Rejected!	
GOCC_CONNEXIN_COMPLEX	21	20		
GOCC_CONTRACTILE_MUSCLE_FIBER	250	241		
GOCC_CONTRACTILE_RING	11		Rejected!	
GOCC_COP9_SIGNALOSOME	36	33		
GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE	95	89		
GOCC_COPII_VESICLE_COAT	16		Rejected!	
GOCC_COPI_COATED_VESICLE	25	24		
GOCC_COPI_COATED_VESICLE_MEMBRANE	18	17		
GOCC_COPI_VESICLE_COAT	13		Rejected!	
GOCC_CORE_MEDIATOR_COMPLEX	26	26		
GOCC_CORNIFIED_ENVELOPE	60	57		
GOCC_CORTICAL_ACTIN_CYTOSKELETON	76	73		
GOCC_CORTICAL_CYTOSKELETON	109	105		
GOCC_CORTICAL_ENDOPLASMIC_RETICULUM	7		Rejected!	
GOCC_CORTICAL_GRANULE	6		Rejected!	
GOCC_CORVET_COMPLEX	7		Rejected!	
GOCC_COSTAMERE	18	18		
GOCC_CRD_MEDIATED_MRNA_STABILITY_COMPLEX	6		Rejected!	
GOCC_CTF18_RFC_LIKE_COMPLEX	8		Rejected!	
GOCC_CUL2_RING_UBIQUITIN_LIGASE_COMPLEX	25	23		
GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	39	39		
GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	14		Rejected!	
GOCC_CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX	6		Rejected!	
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	38	34		
GOCC_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	10		Rejected!	
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	186	172		
GOCC_CUTICULAR_PLATE	8		Rejected!	
GOCC_CYCLIN_CDK_POSITIVE_TRANSCRIPTION_ELONGATION_FACTOR_COMPLEX	8		Rejected!	
GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	56	53		
GOCC_CYTOCHROME_COMPLEX	43	33		
GOCC_CYTOLYTIC_GRANULE	14		Rejected!	
GOCC_CYTOPLASMIC_DYNEIN_COMPLEX	23	17		
GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	16	16		
GOCC_CYTOPLASMIC_MICROTUBULE	119	88		
GOCC_CYTOPLASMIC_REGION	309	259		
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	20	19		
GOCC_CYTOPLASMIC_SIDE_OF_ENDOSOME_MEMBRANE	7		Rejected!	
GOCC_CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE	14		Rejected!	
GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE	206	196		
GOCC_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	164	158		
GOCC_CYTOPLASMIC_SIDE_OF_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	5		Rejected!	
GOCC_CYTOPLASMIC_STRESS_GRANULE	92	89		
GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX	8		Rejected!	
GOCC_CYTOSKELETON_OF_PRESYNAPTIC_ACTIVE_ZONE	8		Rejected!	
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	57	54		
GOCC_CYTOSOLIC_PROTEASOME_COMPLEX	5		Rejected!	
GOCC_CYTOSOLIC_REGION	20	19		
GOCC_CYTOSOLIC_RIBOSOME	120	114		
GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT	45	42		
GOCC_DEATH_INDUCING_SIGNALING_COMPLEX	9		Rejected!	
GOCC_DENDRITE_CYTOPLASM	27	27		
GOCC_DENDRITE_MEMBRANE	40	37		
GOCC_DENDRITE_TERMINUS	13		Rejected!	
GOCC_DENDRITIC_GROWTH_CONE	9		Rejected!	
GOCC_DENDRITIC_SHAFT	41	39		
GOCC_DENDRITIC_SPINE_HEAD	7		Rejected!	
GOCC_DENDRITIC_SPINE_MEMBRANE	15		Rejected!	
GOCC_DENDRITIC_TREE	624		Rejected!	
GOCC_DENSE_BODY	5		Rejected!	
GOCC_DENSE_CORE_GRANULE	38	37		
GOCC_DENSE_CORE_GRANULE_MEMBRANE	7		Rejected!	
GOCC_DERLIN_1_RETROTRANSLOCATION_COMPLEX	8		Rejected!	
GOCC_DESMOSOME	28	28		
GOCC_DEUTEROSOME	6		Rejected!	
GOCC_DISTAL_AXON	273	267		
GOCC_DNA_DEPENDENT_PROTEIN_KINASE_COMPLEX	5		Rejected!	
GOCC_DNA_DEPENDENT_PROTEIN_KINASE_DNA_LIGASE_4_COMPLEX	7		Rejected!	
GOCC_DNA_POLYMERASE_COMPLEX	20	20		
GOCC_DNA_RECOMBINASE_MEDIATOR_COMPLEX	7		Rejected!	
GOCC_DNA_REPAIR_COMPLEX	22	20		
GOCC_DNA_REPLICATION_FACTOR_A_COMPLEX	13		Rejected!	
GOCC_DNA_REPLICATION_FACTOR_C_COMPLEX	5		Rejected!	
GOCC_DNA_REPLICATION_PREINITIATION_COMPLEX	13		Rejected!	
GOCC_DOPAMINERGIC_SYNAPSE	15		Rejected!	
GOCC_DYNACTIN_COMPLEX	8		Rejected!	
GOCC_DYNEIN_AXONEMAL_PARTICLE	20		Rejected!	
GOCC_DYNEIN_COMPLEX	54	43		
GOCC_DYSTROGLYCAN_COMPLEX	7		Rejected!	
GOCC_DYSTROPHIN_ASSOCIATED_GLYCOPROTEIN_COMPLEX	18	18		
GOCC_EARLY_ENDOSOME	445	408		
GOCC_EARLY_ENDOSOME_LUMEN	5		Rejected!	
GOCC_EARLY_ENDOSOME_MEMBRANE	201	179		
GOCC_EARLY_PHAGOSOME	13		Rejected!	
GOCC_EARP_COMPLEX	5		Rejected!	
GOCC_EGG_COAT	5		Rejected!	
GOCC_EKC_KEOPS_COMPLEX	5		Rejected!	
GOCC_ELASTIC_FIBER	5		Rejected!	
GOCC_ELONGATOR_HOLOENZYME_COMPLEX	6		Rejected!	
GOCC_ELONGIN_COMPLEX	5		Rejected!	
GOCC_EMC_COMPLEX	10		Rejected!	
GOCC_ENDOCYTIC_VESICLE	351	339		
GOCC_ENDOCYTIC_VESICLE_LUMEN	23	23		
GOCC_ENDOCYTIC_VESICLE_MEMBRANE	204	197		
GOCC_ENDODEOXYRIBONUCLEASE_COMPLEX	5		Rejected!	
GOCC_ENDOLYSOSOME	29	28		
GOCC_ENDOLYSOSOME_LUMEN	5		Rejected!	
GOCC_ENDOLYSOSOME_MEMBRANE	20	19		
GOCC_ENDONUCLEASE_COMPLEX	40	37		
GOCC_ENDOPEPTIDASE_COMPLEX	86	84		
GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX	11		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_EXIT_SITE	35	30		
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT	134	130		
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT_MEMBRANE	81	79		
GOCC_ENDOPLASMIC_RETICULUM_LUMEN	312	301		
GOCC_ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX	8		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_CONTACT_SITE	12		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	123	112		
GOCC_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT	15		Rejected!	
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	28	26		
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	5		Rejected!	
GOCC_ENDOSOME	1077		Rejected!	
GOCC_ENDOSOME_LUMEN	40	40		
GOCC_ENDOSOME_MEMBRANE	576		Rejected!	
GOCC_ENZYME_ACTIVATOR_COMPLEX	13		Rejected!	
GOCC_EPSILON_DNA_POLYMERASE_COMPLEX	5		Rejected!	
GOCC_EQUATORIAL_MICROTUBULE_ORGANIZING_CENTER	5		Rejected!	
GOCC_ER_MEMBRANE_INSERTION_COMPLEX	14		Rejected!	
GOCC_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE	64	59		
GOCC_ER_UBIQUITIN_LIGASE_COMPLEX	5		Rejected!	
GOCC_ESCRT_COMPLEX	30	29		
GOCC_ESCRT_I_COMPLEX	12		Rejected!	
GOCC_ESC_E_Z_COMPLEX	16	15		
GOCC_EUCHROMATIN	63	48		
GOCC_EUKARYOTIC_48S_PREINITIATION_COMPLEX	17	16		
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2B_COMPLEX	5		Rejected!	
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_COMPLEX	5		Rejected!	
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX	16	15		
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX_EIF3M	7		Rejected!	
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_4F_COMPLEX	13		Rejected!	
GOCC_EXCITATORY_SYNAPSE	65	62		
GOCC_EXOCYST	17	16		
GOCC_EXOCYTIC_VESICLE	241	231		
GOCC_EXON_EXON_JUNCTION_COMPLEX	20	20		
GOCC_EXORIBONUCLEASE_COMPLEX	25	24		
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	564		Rejected!	
GOCC_EXTERNAL_SIDE_OF_APICAL_PLASMA_MEMBRANE	6		Rejected!	
GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE	405	382		
GOCC_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	50	47		
GOCC_EXTRINSIC_COMPONENT_OF_MEMBRANE	178	170		
GOCC_EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE	6		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	25	24		
GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	102	98		
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	8		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	5		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	6		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	14		Rejected!	
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	12		Rejected!	
GOCC_FACIT_COLLAGEN_TRIMER	6		Rejected!	
GOCC_FANCONI_ANAEMIA_NUCLEAR_COMPLEX	13		Rejected!	
GOCC_FAR_SIN_STRIPAK_COMPLEX	17	17		
GOCC_FASCIA_ADHERENS	9		Rejected!	
GOCC_FC_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_FEMALE_GERM_CELL_NUCLEUS	17		Rejected!	
GOCC_FEMALE_PRONUCLEUS	10		Rejected!	
GOCC_FHF_COMPLEX	5		Rejected!	
GOCC_FIBRILLAR_CENTER	150	143		
GOCC_FIBRILLAR_COLLAGEN_TRIMER	12		Rejected!	
GOCC_FIBRINOGEN_COMPLEX	8		Rejected!	
GOCC_FICOLIN_1_RICH_GRANULE	185	181		
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	124	123		
GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE	61	58		
GOCC_FILAMENTOUS_ACTIN	32	31		
GOCC_FILOPODIUM	106	100		
GOCC_FILOPODIUM_MEMBRANE	18	18		
GOCC_FILOPODIUM_TIP	19	18		
GOCC_FILTRATION_DIAPHRAGM	9		Rejected!	
GOCC_FLEMMING_BODY	35	34		
GOCC_FLOTILLIN_COMPLEX	9		Rejected!	
GOCC_F_ACTIN_CAPPING_PROTEIN_COMPLEX	8		Rejected!	
GOCC_GABA_ERGIC_SYNAPSE	79	75		
GOCC_GABA_RECEPTOR_COMPLEX	21	21		
GOCC_GAMMA_DELTA_T_CELL_RECEPTOR_COMPLEX	6		Rejected!	
GOCC_GAMMA_SECRETASE_COMPLEX	7		Rejected!	
GOCC_GAMMA_TUBULIN_COMPLEX	19	17		
GOCC_GAMMA_TUBULIN_RING_COMPLEX	9		Rejected!	
GOCC_GAP_JUNCTION	31	29		
GOCC_GARP_COMPLEX	5		Rejected!	
GOCC_GATOR1_COMPLEX	5		Rejected!	
GOCC_GATOR2_COMPLEX	10		Rejected!	
GOCC_GBAF_COMPLEX	14		Rejected!	
GOCC_GEMINI_OF_COILED_BODIES	12		Rejected!	
GOCC_GERM_CELL_NUCLEUS	68	60		
GOCC_GID_COMPLEX	5		Rejected!	
GOCC_GINS_COMPLEX	5		Rejected!	
GOCC_GLIAL_CELL_PROJECTION	39	39		
GOCC_GLUTAMATERGIC_SYNAPSE	425	410		
GOCC_GLYCINERGIC_SYNAPSE	8		Rejected!	
GOCC_GLYCOGEN_GRANULE	6		Rejected!	
GOCC_GLYCOPROTEIN_COMPLEX	23	23		
GOCC_GLYCOPROTEIN_IB_IX_V_COMPLEX	5		Rejected!	
GOCC_GLYCOSYLPHOSPHATIDYLINOSITOL_N_ACETYLGLUCOSAMINYLTRANSFERASE_GPI_GNT_COMPLEX	7		Rejected!	
GOCC_GOLGI_APPARATUS	1653		Rejected!	
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT	388	347		
GOCC_GOLGI_ASSOCIATED_VESICLE	94	90		
GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	57	54		
GOCC_GOLGI_CISTERNA	118	101		
GOCC_GOLGI_CISTERNA_MEMBRANE	93	78		
GOCC_GOLGI_CIS_CISTERNA	30	16		
GOCC_GOLGI_LUMEN	105	97		
GOCC_GOLGI_MEDIAL_CISTERNA	12		Rejected!	
GOCC_GOLGI_MEMBRANE	686		Rejected!	
GOCC_GOLGI_STACK	151	130		
GOCC_GOLGI_TRANSPORT_COMPLEX	10		Rejected!	
GOCC_GOLGI_TRANS_CISTERNA	10		Rejected!	
GOCC_GPI_ANCHOR_TRANSAMIDASE_COMPLEX	5		Rejected!	
GOCC_GRANULAR_COMPONENT	7		Rejected!	
GOCC_GROWTH_CONE_MEMBRANE	8		Rejected!	
GOCC_GROWTH_FACTOR_COMPLEX	8		Rejected!	
GOCC_GTPASE_ACTIVATOR_COMPLEX	11		Rejected!	
GOCC_GTPASE_COMPLEX	41	38		
GOCC_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX	23	21		
GOCC_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX	11		Rejected!	
GOCC_G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX	7		Rejected!	
GOCC_H3_HISTONE_ACETYLTRANSFERASE_COMPLEX	8		Rejected!	
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	32	28		
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX	45	39		
GOCC_HAPTOGLOBIN_HEMOGLOBIN_COMPLEX	11		Rejected!	
GOCC_HAUS_COMPLEX	8		Rejected!	
GOCC_HEMIDESMOSOME	8		Rejected!	
GOCC_HEMOGLOBIN_COMPLEX	12		Rejected!	
GOCC_HETEROCHROMATIN	81	72		
GOCC_HFE_TRANSFERRIN_RECEPTOR_COMPLEX	8		Rejected!	
GOCC_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	26	26		
GOCC_HIPPOCAMPAL_MOSSY_FIBER	6		Rejected!	
GOCC_HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE	43	43		
GOCC_HISTONE_DEACETYLASE_COMPLEX	82	76		
GOCC_HISTONE_METHYLTRANSFERASE_COMPLEX	70	67		
GOCC_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX	6		Rejected!	
GOCC_HOPS_COMPLEX	14		Rejected!	
GOCC_HOST_CELLULAR_COMPONENT	9		Rejected!	
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX	10		Rejected!	
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	5		Rejected!	
GOCC_IGD_IMMUNOGLOBULIN_COMPLEX	6		Rejected!	
GOCC_IGE_IMMUNOGLOBULIN_COMPLEX	6		Rejected!	
GOCC_IGG_IMMUNOGLOBULIN_COMPLEX	13		Rejected!	
GOCC_IGM_IMMUNOGLOBULIN_COMPLEX	10		Rejected!	
GOCC_IKAPPAB_KINASE_COMPLEX	8		Rejected!	
GOCC_IMMUNOGLOBULIN_COMPLEX	155		Rejected!	
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	12		Rejected!	
GOCC_IMMUNOLOGICAL_SYNAPSE	45	44		
GOCC_INCLUSION_BODY	72	69		
GOCC_INHIBITORY_SYNAPSE	16	15		
GOCC_INNER_ACROSOMAL_MEMBRANE	5		Rejected!	
GOCC_INNER_DYNEIN_ARM	5		Rejected!	
GOCC_INNER_KINETOCHORE	19	15		
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	164	114		
GOCC_INO80_COMPLEX	16	16		
GOCC_INO80_TYPE_COMPLEX	27	27		
GOCC_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEIN_COMPLEX	5		Rejected!	
GOCC_INSULIN_RESPONSIVE_COMPARTMENT	7		Rejected!	
GOCC_INTEGRATOR_COMPLEX	20	15		
GOCC_INTEGRIN_COMPLEX	31	30		
GOCC_INTERCALATED_DISC	51	51		
GOCC_INTERCELLULAR_BRIDGE	92	86		
GOCC_INTERCELLULAR_CANALICULUS	6		Rejected!	
GOCC_INTERCHROMATIN_GRANULE	5		Rejected!	
GOCC_INTERMEDIATE_FILAMENT_CYTOSKELETON	253	218		
GOCC_INTERPHOTORECEPTOR_MATRIX	6		Rejected!	
GOCC_INTERSTITIAL_MATRIX	11		Rejected!	
GOCC_INTRACELLULAR_CYCLIC_NUCLEOTIDE_ACTIVATED_CATION_CHANNEL_COMPLEX	6		Rejected!	
GOCC_INTRACELLULAR_PROTEIN_CONTAINING_COMPLEX	923		Rejected!	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE	26	22		
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_A	8		Rejected!	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE_B	19	15		
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	12		Rejected!	
GOCC_ISWI_TYPE_COMPLEX	14		Rejected!	
GOCC_I_BAND	145	140		
GOCC_JUNCTIONAL_MEMBRANE_COMPLEX	6		Rejected!	
GOCC_JUNCTIONAL_SARCOPLASMIC_RETICULUM_MEMBRANE	9		Rejected!	
GOCC_JUXTAPARANODE_REGION_OF_AXON	12		Rejected!	
GOCC_KAINATE_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_KATANIN_COMPLEX	5		Rejected!	
GOCC_KERATIN_FILAMENT	92	76		
GOCC_KINESIN_COMPLEX	48	45		
GOCC_KINETOCHORE_MICROTUBULE	21	19		
GOCC_KINOCILIUM	11		Rejected!	
GOCC_LAMELLAR_BODY	18	17		
GOCC_LAMELLIPODIUM	203	200		
GOCC_LAMELLIPODIUM_MEMBRANE	22	22		
