NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOCC_LAMININ_COMPLEX	9		Rejected!	
GOCC_LAMIN_FILAMENT	5		Rejected!	
GOCC_LARGE_RIBOSOMAL_SUBUNIT	114	110		
GOCC_LATERAL_ELEMENT	14		Rejected!	
GOCC_LATERAL_PART_OF_CELL	5		Rejected!	
GOCC_LATERAL_PLASMA_MEMBRANE	68	67		
GOCC_LATE_ENDOSOME	315	291		
GOCC_LATE_ENDOSOME_LUMEN	9		Rejected!	
GOCC_LATE_ENDOSOME_MEMBRANE	174	160		
GOCC_LEADING_EDGE_MEMBRANE	180	171		
GOCC_LEWY_BODY	8		Rejected!	
GOCC_LIPID_DROPLET	105	98		
GOCC_LIPOPOLYSACCHARIDE_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE	15		Rejected!	
GOCC_LSM1_7_PAT1_COMPLEX	5		Rejected!	
GOCC_LSM2_8_COMPLEX	7		Rejected!	
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	35	32		
GOCC_LUMENAL_SIDE_OF_MEMBRANE	45	41		
GOCC_LYSOSOMAL_LUMEN	98	95		
GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	12		Rejected!	
GOCC_MAIN_AXON	68	66		
GOCC_MALE_GERM_CELL_NUCLEUS	52	48		
GOCC_MALE_PRONUCLEUS	8		Rejected!	
GOCC_MANCHETTE	24	21		
GOCC_MANNOSYLTRANSFERASE_COMPLEX	5		Rejected!	
GOCC_MATRIX_SIDE_OF_MITOCHONDRIAL_INNER_MEMBRANE	6		Rejected!	
GOCC_MCM_COMPLEX	11		Rejected!	
GOCC_MCRD_MEDIATED_MRNA_STABILITY_COMPLEX	5		Rejected!	
GOCC_MEDIATOR_COMPLEX	37	36		
GOCC_MEIOTIC_COHESIN_COMPLEX	7		Rejected!	
GOCC_MEIOTIC_SPINDLE	14		Rejected!	
GOCC_MEMBRANE_ATTACK_COMPLEX	7		Rejected!	
GOCC_MEMBRANE_COAT	97	92		
GOCC_MEMBRANE_MICRODOMAIN	292	282		
GOCC_MEMBRANE_PROTEIN_COMPLEX	1411		Rejected!	
GOCC_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX	6		Rejected!	
GOCC_METHYLOSOME	13		Rejected!	
GOCC_METHYLTRANSFERASE_COMPLEX	102	97		
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	17	15		
GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX	8		Rejected!	
GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	10		Rejected!	
GOCC_MHC_PROTEIN_COMPLEX	26	24		
GOCC_MIB_COMPLEX	13		Rejected!	
GOCC_MICOS_COMPLEX	9		Rejected!	
GOCC_MICROBODY	146	135		
GOCC_MICROBODY_LUMEN	51	48		
GOCC_MICROBODY_MEMBRANE	64	62		
GOCC_MICROFIBRIL	13		Rejected!	
GOCC_MICROTUBULE	483	426		
GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	157	140		
GOCC_MICROTUBULE_BUNDLE	6		Rejected!	
GOCC_MICROTUBULE_CYTOSKELETON	1418		Rejected!	
GOCC_MICROTUBULE_END	34	30		
GOCC_MICROTUBULE_MINUS_END	7		Rejected!	
GOCC_MICROTUBULE_ORGANIZING_CENTER	878		Rejected!	
GOCC_MICROTUBULE_ORGANIZING_CENTER_ATTACHMENT_SITE	11		Rejected!	
GOCC_MICROTUBULE_PLUS_END	24	21		
GOCC_MICROVESICLE	11		Rejected!	
GOCC_MICROVILLUS	100	92		
GOCC_MICROVILLUS_MEMBRANE	33	28		
GOCC_MIDBODY	206	190		
GOCC_MIGRASOME	5		Rejected!	
GOCC_MISMATCH_REPAIR_COMPLEX	11		Rejected!	
GOCC_MITOCHONDRIAL_CRISTA	8		Rejected!	
GOCC_MITOCHONDRIAL_CRISTA_JUNCTION	8		Rejected!	
GOCC_MITOCHONDRIAL_ENVELOPE	821		Rejected!	
GOCC_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX	6		Rejected!	
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	56	56		
GOCC_MITOCHONDRIAL_MATRIX	498	473		
GOCC_MITOCHONDRIAL_PERMEABILITY_TRANSITION_PORE_COMPLEX	7		Rejected!	
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	289	236		
GOCC_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O	11		Rejected!	
GOCC_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_III	15		Rejected!	
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	32	32		
GOCC_MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE_CONTACT_SITE	22	22		
GOCC_MITOCHONDRION	1688		Rejected!	
GOCC_MITOTIC_COHESIN_COMPLEX	7		Rejected!	
GOCC_MITOTIC_SPINDLE	184	173		
GOCC_MITOTIC_SPINDLE_ASTRAL_MICROTUBULE	8		Rejected!	
GOCC_MITOTIC_SPINDLE_MICROTUBULE	14		Rejected!	
GOCC_MITOTIC_SPINDLE_MIDZONE	14		Rejected!	
GOCC_MITOTIC_SPINDLE_POLE	39	38		
GOCC_MKS_COMPLEX	13		Rejected!	
GOCC_MLL1_2_COMPLEX	32	31		
GOCC_MLL3_4_COMPLEX	12		Rejected!	
GOCC_MMXD_COMPLEX	5		Rejected!	
GOCC_MON1_CCZ1_COMPLEX	5		Rejected!	
GOCC_MONOATOMIC_ION_CHANNEL_COMPLEX	343	327		
GOCC_MOTILE_CILIUM	286	238		
GOCC_MPP7_DLG1_LIN7_COMPLEX	5		Rejected!	
GOCC_MRE11_COMPLEX	5		Rejected!	
GOCC_MRNA_CLEAVAGE_AND_POLYADENYLATION_SPECIFICITY_FACTOR_COMPLEX	24	18		
GOCC_MRNA_CLEAVAGE_FACTOR_COMPLEX	29	23		
GOCC_MRNA_EDITING_COMPLEX	6		Rejected!	
GOCC_MSL_COMPLEX	5		Rejected!	
GOCC_MULTIMERIC_RIBONUCLEASE_P_COMPLEX	10		Rejected!	
GOCC_MULTIVESICULAR_BODY	68	63		
GOCC_MULTIVESICULAR_BODY_INTERNAL_VESICLE	6		Rejected!	
GOCC_MULTIVESICULAR_BODY_LUMEN	7		Rejected!	
GOCC_MULTIVESICULAR_BODY_MEMBRANE	29	27		
GOCC_MULTI_PASS_TRANSLOCON_COMPLEX	9		Rejected!	
GOCC_MUSCLE_MYOSIN_COMPLEX	15		Rejected!	
GOCC_MYELIN_SHEATH	47	43		
GOCC_MYELIN_SHEATH_ABAXONAL_REGION	6		Rejected!	
GOCC_MYELIN_SHEATH_ADAXONAL_REGION	6		Rejected!	
GOCC_MYOFILAMENT	26	25		
GOCC_MYOSIN_COMPLEX	57	56		
GOCC_MYOSIN_FILAMENT	24	24		
GOCC_MYOSIN_II_COMPLEX	26	25		
GOCC_M_BAND	28	27		
GOCC_NADH_DEHYDROGENASE_COMPLEX	51	38		
GOCC_NADPH_OXIDASE_COMPLEX	18	18		
GOCC_NASCENT_POLYPEPTIDE_ASSOCIATED_COMPLEX	5		Rejected!	
GOCC_NATA_COMPLEX	5		Rejected!	
GOCC_NBAF_COMPLEX	16	16		
GOCC_NETWORK_FORMING_COLLAGEN_TRIMER	8		Rejected!	
GOCC_NEUROFIBRILLARY_TANGLE	5		Rejected!	
GOCC_NEUROFILAMENT	10		Rejected!	
GOCC_NEUROMUSCULAR_JUNCTION	75	73		
GOCC_NEURONAL_DENSE_CORE_VESICLE	25	24		
GOCC_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	5		Rejected!	
GOCC_NEURONAL_RIBONUCLEOPROTEIN_GRANULE	5		Rejected!	
GOCC_NEURON_PROJECTION	1336		Rejected!	
GOCC_NEURON_PROJECTION_CYTOPLASM	89	89		
GOCC_NEURON_PROJECTION_MEMBRANE	60	56		
GOCC_NEURON_PROJECTION_TERMINUS	128	124		
GOCC_NEURON_SPINE	175	167		
GOCC_NEURON_TO_NEURON_SYNAPSE	367	348		
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	46	43		
GOCC_NF_KAPPAB_COMPLEX	5		Rejected!	
GOCC_NLRP1_INFLAMMASOME_COMPLEX	6		Rejected!	
GOCC_NLRP3_INFLAMMASOME_COMPLEX	8		Rejected!	
GOCC_NLS_DEPENDENT_PROTEIN_NUCLEAR_IMPORT_COMPLEX	10		Rejected!	
GOCC_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	9		Rejected!	
GOCC_NODE_OF_RANVIER	16	16		
GOCC_NONHOMOLOGOUS_END_JOINING_COMPLEX	9		Rejected!	
GOCC_NON_MOTILE_CILIUM	170	150		
GOCC_NPBAF_COMPLEX	14		Rejected!	
GOCC_NSL_COMPLEX	11		Rejected!	
GOCC_NUCLEAR_BODY	859		Rejected!	
GOCC_NUCLEAR_CHROMOSOME	237	217		
GOCC_NUCLEAR_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	14		Rejected!	
GOCC_NUCLEAR_ENVELOPE	501	471		
GOCC_NUCLEAR_ENVELOPE_LUMEN	11		Rejected!	
GOCC_NUCLEAR_EXOSOME_RNASE_COMPLEX	16	15		
GOCC_NUCLEAR_INCLUSION_BODY	12		Rejected!	
GOCC_NUCLEAR_INNER_MEMBRANE	57	52		
GOCC_NUCLEAR_LAMINA	12		Rejected!	
GOCC_NUCLEAR_MEMBRANE	314	295		
GOCC_NUCLEAR_OUTER_MEMBRANE	31	29		
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	1239		Rejected!	
GOCC_NUCLEAR_PERIPHERY	150	146		
GOCC_NUCLEAR_PORE	97	89		
GOCC_NUCLEAR_PORE_CENTRAL_TRANSPORT_CHANNEL	6		Rejected!	
GOCC_NUCLEAR_PORE_NUCLEAR_BASKET	12		Rejected!	
GOCC_NUCLEAR_PORE_OUTER_RING	10		Rejected!	
GOCC_NUCLEAR_PROTEIN_CONTAINING_COMPLEX	1314		Rejected!	
GOCC_NUCLEAR_REPLICATION_FORK	41	39		
GOCC_NUCLEAR_RNA_EXPORT_FACTOR_COMPLEX	7		Rejected!	
GOCC_NUCLEAR_SPECK	415	388		
GOCC_NUCLEAR_STRESS_GRANULE	6		Rejected!	
GOCC_NUCLEAR_UBIQUITIN_LIGASE_COMPLEX	47	46		
GOCC_NUCLEOCYTOPLASMIC_TRANSPORT_COMPLEX	12		Rejected!	
GOCC_NUCLEOID	46	43		
GOCC_NUCLEOLAR_EXOSOME_RNASE_COMPLEX	10		Rejected!	
GOCC_NUCLEOLAR_RIBONUCLEASE_P_COMPLEX	7		Rejected!	
GOCC_NUCLEOLUS	1471		Rejected!	
GOCC_NUCLEOSOME	135	39		
GOCC_NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX	10		Rejected!	
GOCC_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	12		Rejected!	
GOCC_NURD_COMPLEX	16		Rejected!	
GOCC_NURF_COMPLEX	7		Rejected!	
GOCC_N_TERMINAL_PROTEIN_ACETYLTRANSFERASE_COMPLEX	10		Rejected!	
GOCC_OLIGOSACCHARYLTRANSFERASE_COMPLEX	14		Rejected!	
GOCC_OMEGASOME	5		Rejected!	
GOCC_ORGANELLAR_RIBOSOME	89	89		
GOCC_ORGANELLE_ENVELOPE	1293		Rejected!	
GOCC_ORGANELLE_ENVELOPE_LUMEN	92	86		
GOCC_ORGANELLE_INNER_MEMBRANE	563	483		
GOCC_ORGANELLE_MEMBRANE_CONTACT_SITE	52	45		
GOCC_ORGANELLE_SUBCOMPARTMENT	1542		Rejected!	
GOCC_ORIGIN_RECOGNITION_COMPLEX	8		Rejected!	
GOCC_OTHER_ORGANISM_PART	5		Rejected!	
GOCC_OUTER_DENSE_FIBER	6		Rejected!	
GOCC_OUTER_DYNEIN_ARM	11		Rejected!	
GOCC_OUTER_KINETOCHORE	20	20		
GOCC_OUTER_MEMBRANE	251	228		
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	23	19		
GOCC_OXIDOREDUCTASE_COMPLEX	123	104		
GOCC_OXOGLUTARATE_DEHYDROGENASE_COMPLEX	11		Rejected!	
GOCC_PALMITOYLTRANSFERASE_COMPLEX	11		Rejected!	
GOCC_PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR	5		Rejected!	
GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	19	19		
GOCC_PARANODAL_JUNCTION	8		Rejected!	
GOCC_PARANODE_REGION_OF_AXON	12		Rejected!	
GOCC_PARASPECKLES	9		Rejected!	
GOCC_PAR_POLARITY_COMPLEX	6		Rejected!	
GOCC_PCG_PROTEIN_COMPLEX	49	47		
GOCC_PEPTIDASE_COMPLEX	122	114		
GOCC_PEPTIDASE_INHIBITOR_COMPLEX	11		Rejected!	
GOCC_PERICENTRIC_HETEROCHROMATIN	30	27		
GOCC_PERICENTRIOLAR_MATERIAL	22	21		
GOCC_PERICHROMATIN_FIBRILS	6		Rejected!	
GOCC_PERICILIARY_MEMBRANE_COMPARTMENT	6		Rejected!	
GOCC_PERIKARYON	151	145		
GOCC_PERINEURONAL_NET	10		Rejected!	
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	21	21		
GOCC_PERINUCLEAR_REGION_OF_CYTOPLASM	740		Rejected!	
GOCC_PERINUCLEAR_THECA	5		Rejected!	
GOCC_PERINUCLEOLAR_COMPARTMENT	5		Rejected!	
GOCC_PHAGOCYTIC_CUP	28	27		
GOCC_PHAGOCYTIC_VESICLE	143	139		
GOCC_PHAGOCYTIC_VESICLE_LUMEN	5		Rejected!	
GOCC_PHAGOCYTIC_VESICLE_MEMBRANE	81	78		
GOCC_PHAGOLYSOSOME	8		Rejected!	
GOCC_PHAGOPHORE_ASSEMBLY_SITE	38	34		
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE	21	21		
GOCC_PHOSPHATASE_COMPLEX	55	50		
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX	30	28		
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	9		Rejected!	
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_III	8		Rejected!	
GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	14		Rejected!	
GOCC_PHOSPHORYLASE_KINASE_COMPLEX	5		Rejected!	
GOCC_PHOTORECEPTOR_CONNECTING_CILIUM	41	38		
GOCC_PHOTORECEPTOR_DISC_MEMBRANE	25	22		
GOCC_PHOTORECEPTOR_INNER_SEGMENT	72	66		
GOCC_PHOTORECEPTOR_OUTER_SEGMENT	95	86		
GOCC_PHOTORECEPTOR_OUTER_SEGMENT_MEMBRANE	16	15		
GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	9		Rejected!	
GOCC_PICLN_SM_PROTEIN_COMPLEX	6		Rejected!	
GOCC_PIGMENT_GRANULE	112	111		
GOCC_PINOSOME	9		Rejected!	
GOCC_PIP_BODY	5		Rejected!	
GOCC_PI_BODY	10		Rejected!	
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	730		Rejected!	
GOCC_PLASMA_MEMBRANE_RAFT	114	109		
GOCC_PLASMA_MEMBRANE_REGION	1282		Rejected!	
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	318	185		
GOCC_PLATELET_ALPHA_GRANULE	91	89		
GOCC_PLATELET_ALPHA_GRANULE_LUMEN	67	65		
GOCC_PLATELET_ALPHA_GRANULE_MEMBRANE	17	17		
GOCC_PLATELET_DENSE_GRANULE	21	20		
GOCC_PLATELET_DENSE_GRANULE_LUMEN	14		Rejected!	
GOCC_PLATELET_DENSE_GRANULE_MEMBRANE	6		Rejected!	
GOCC_PLATELET_DENSE_TUBULAR_NETWORK	11		Rejected!	
GOCC_PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE	9		Rejected!	
GOCC_PML_BODY	109	106		
GOCC_PODOSOME	33	31		
GOCC_POLAR_MICROTUBULE	5		Rejected!	
GOCC_POLE_PLASM	27	25		
GOCC_POLYMERIC_CYTOSKELETAL_FIBER	812		Rejected!	
GOCC_POLYPRENYL_DIPHOSPHATE_SYNTHASE_COMPLEX	11		Rejected!	
GOCC_PORE_COMPLEX	26	25		
GOCC_POSTSYNAPSE	660		Rejected!	
GOCC_POSTSYNAPTIC_ACTIN_CYTOSKELETON	8		Rejected!	
GOCC_POSTSYNAPTIC_CYTOSKELETON	13		Rejected!	
GOCC_POSTSYNAPTIC_CYTOSOL	13		Rejected!	
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	102	98		
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE	5		Rejected!	
GOCC_POSTSYNAPTIC_ENDOSOME	14		Rejected!	
GOCC_POSTSYNAPTIC_ENDOSOME_MEMBRANE	5		Rejected!	
GOCC_POSTSYNAPTIC_MEMBRANE	280	269		
GOCC_POSTSYNAPTIC_RECYCLING_ENDOSOME	8		Rejected!	
GOCC_POSTSYNAPTIC_SPECIALIZATION	352	334		
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	20	20		
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	130	126		
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	11		Rejected!	
GOCC_POTASSIUM_CHANNEL_COMPLEX	101	100		
GOCC_PRC1_COMPLEX	18	18		
GOCC_PRECATALYTIC_SPLICEOSOME	53	52		
GOCC_PREFOLDIN_COMPLEX	7		Rejected!	
GOCC_PRERIBOSOME	108	102		
GOCC_PRERIBOSOME_LARGE_SUBUNIT_PRECURSOR	19	19		
GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR	15		Rejected!	
GOCC_PRESPLICEOSOME	18	16		
GOCC_PRESYNAPSE	573		Rejected!	
GOCC_PRESYNAPTIC_ACTIVE_ZONE	79	75		
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	17	15		
GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	32	31		
GOCC_PRESYNAPTIC_CYTOSKELETON	11		Rejected!	
GOCC_PRESYNAPTIC_CYTOSOL	13		Rejected!	
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	9		Rejected!	
GOCC_PRESYNAPTIC_MEMBRANE	169	167		
GOCC_PRE_SNORNP_COMPLEX	7		Rejected!	
GOCC_PROCENTRIOLE_REPLICATION_COMPLEX	6		Rejected!	
GOCC_PRONUCLEUS	14		Rejected!	
GOCC_PROTEASE_INHIBITOR_COMPLEX	8		Rejected!	
GOCC_PROTEASOME_ACCESSORY_COMPLEX	24	24		
GOCC_PROTEASOME_COMPLEX	62	60		
GOCC_PROTEASOME_CORE_COMPLEX	20	19		
GOCC_PROTEASOME_CORE_COMPLEX_ALPHA_SUBUNIT_COMPLEX	8		Rejected!	
GOCC_PROTEASOME_CORE_COMPLEX_BETA_SUBUNIT_COMPLEX	11		Rejected!	
GOCC_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	12		Rejected!	
GOCC_PROTEASOME_REGULATORY_PARTICLE_LID_SUBCOMPLEX	7		Rejected!	
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	57	56		
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_CELL_ADHESION	5		Rejected!	
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	17	17		
GOCC_PROTEIN_DNA_COMPLEX	1474		Rejected!	
GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX	42	39		
GOCC_PROTEIN_KINASE_COMPLEX	150	143		
GOCC_PROTEIN_LIPID_COMPLEX	39	38		
GOCC_PROTEIN_PHOSPHATASE_4_COMPLEX	6		Rejected!	
GOCC_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX	19	17		
GOCC_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	18	18		
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	23		Rejected!	
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_CATALYTIC_CORE_F_1	6		Rejected!	
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_COUPLING_FACTOR_F_O	14		Rejected!	
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	52	28		
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	19		Rejected!	
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	26		Rejected!	
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	28	27		
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN	12		Rejected!	
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN	12		Rejected!	
GOCC_PROXIMAL_DENDRITE	6		Rejected!	
GOCC_PRP19_COMPLEX	14		Rejected!	
GOCC_PSEUDOPODIUM	18	18		
GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	7		Rejected!	
GOCC_PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME	6		Rejected!	
GOCC_PYRUVATE_DEHYDROGENASE_COMPLEX	6		Rejected!	
GOCC_P_BODY	100	92		
GOCC_R2TP_COMPLEX	5		Rejected!	
GOCC_RADIAL_SPOKE	15		Rejected!	
GOCC_RADIAL_SPOKE_HEAD	5		Rejected!	
GOCC_RAGULATOR_COMPLEX	6		Rejected!	
GOCC_RDNA_HETEROCHROMATIN	5		Rejected!	
GOCC_RECEPTOR_COMPLEX	536	397		
GOCC_RECYCLING_ENDOSOME	207	195		
GOCC_RECYCLING_ENDOSOME_MEMBRANE	108	104		
GOCC_REPLICATION_FORK	75	69		
GOCC_REPLISOME	24	24		
GOCC_RESPIRASOME	105	79		
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV	28	22		
GOCC_RETROMER_COMPLEX	21	19		
GOCC_RIBBON_SYNAPSE	15	15		
GOCC_RIBONUCLEASE_MRP_COMPLEX	9		Rejected!	
GOCC_RIBONUCLEASE_P_COMPLEX	14		Rejected!	
GOCC_RIBONUCLEOPROTEIN_COMPLEX	1143		Rejected!	
GOCC_RIBONUCLEOPROTEIN_GRANULE	272	255		
GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX	5		Rejected!	
GOCC_RIBOSOMAL_SUBUNIT	188	181		
GOCC_RIBOSOME	240	226		
GOCC_RIPOPTOSOME	6		Rejected!	
GOCC_RISC_LOADING_COMPLEX	8		Rejected!	
GOCC_RNAI_EFFECTOR_COMPLEX	413	17		
GOCC_RNA_CAP_BINDING_COMPLEX	17	15		
GOCC_RNA_N6_METHYLADENOSINE_METHYLTRANSFERASE_COMPLEX	9		Rejected!	
GOCC_RNA_POLYMERASE_COMPLEX	117	93		
GOCC_RNA_POLYMERASE_III_COMPLEX	18	16		
GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX	9		Rejected!	
GOCC_RNA_POLYMERASE_II_CORE_COMPLEX	15		Rejected!	
GOCC_RNA_POLYMERASE_II_HOLOENZYME	87	68		
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REGULATOR_COMPLEX	257	238		
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX	15	15		
GOCC_RNA_POLYMERASE_I_COMPLEX	13		Rejected!	
GOCC_RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX	6		Rejected!	
GOCC_RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX	5		Rejected!	
GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT	8		Rejected!	
GOCC_ROUGH_ENDOPLASMIC_RETICULUM	58	57		
GOCC_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	25	24		
GOCC_RPAP3_R2TP_PREFOLDIN_LIKE_COMPLEX	12		Rejected!	
GOCC_RSC_TYPE_COMPLEX	15		Rejected!	
GOCC_RUFFLE	184	177		
GOCC_RUFFLE_MEMBRANE	101	96		
GOCC_SAGA_COMPLEX	25	20		
GOCC_SAGA_TYPE_COMPLEX	39	34		
GOCC_SARCOLEMMA	142	139		
GOCC_SARCOPLASM	97	89		
GOCC_SARCOPLASMIC_RETICULUM	77	70		
GOCC_SARCOPLASMIC_RETICULUM_LUMEN	9		Rejected!	
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE	44	40		
GOCC_SCAR_COMPLEX	12		Rejected!	
GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	66	57		
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	93	91		
GOCC_SCHMIDT_LANTERMAN_INCISURE	11		Rejected!	
GOCC_SEC61_TRANSLOCON_COMPLEX	5		Rejected!	
GOCC_SECONDARY_LYSOSOME	23	23		
GOCC_SECRETORY_GRANULE	902		Rejected!	
GOCC_SECRETORY_GRANULE_MEMBRANE	318	304		
GOCC_SECRETORY_VESICLE	1081		Rejected!	
GOCC_SEH1_ASSOCIATED_COMPLEX	14		Rejected!	
GOCC_SEMAPHORIN_RECEPTOR_COMPLEX	13		Rejected!	
GOCC_SEPTIN_CYTOSKELETON	16		Rejected!	
GOCC_SERINE_PROTEASE_INHIBITOR_COMPLEX	6		Rejected!	
GOCC_SERINE_TYPE_ENDOPEPTIDASE_COMPLEX	11		Rejected!	
GOCC_SERINE_TYPE_PEPTIDASE_COMPLEX	13		Rejected!	
GOCC_SEROTONIN_RECEPTOR_COMPLEX	5		Rejected!	
GOCC_SET1C_COMPASS_COMPLEX	15		Rejected!	
GOCC_SEX_CHROMATIN	6		Rejected!	
GOCC_SEX_CHROMOSOME	35	28		
GOCC_SHELTERIN_COMPLEX	7		Rejected!	
GOCC_SIDE_OF_MEMBRANE	742		Rejected!	
GOCC_SIGNAL_PEPTIDASE_COMPLEX	6		Rejected!	
GOCC_SIGNAL_RECOGNITION_PARTICLE	14		Rejected!	
GOCC_SIN3_TYPE_COMPLEX	22	21		
GOCC_SITE_OF_DNA_DAMAGE	130	115		
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	98	89		
GOCC_SITE_OF_POLARIZED_GROWTH	170	167		
GOCC_SMAD_PROTEIN_COMPLEX	9		Rejected!	
GOCC_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX	104	77		
GOCC_SMALL_RIBOSOMAL_SUBUNIT	77	74		
GOCC_SMALL_SUBUNIT_PROCESSOME	74	69		
GOCC_SMC5_SMC6_COMPLEX	9		Rejected!	
GOCC_SMN_COMPLEX	11		Rejected!	
GOCC_SMN_SM_PROTEIN_COMPLEX	19	18		
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM	31	29		
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE	9		Rejected!	
GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	116	89		
GOCC_SNARE_COMPLEX	50	50		
GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX	28	25		
