NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY		48	0.32716995	1.0327803	0.4	0.81578976	1.0	5949	tags=40%, list=31%, signal=57%	
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION	GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION		43	0.33700714	1.0326093	0.38933334	0.8155097	1.0	2222	tags=28%, list=11%, signal=31%	
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS		60	0.30820516	1.0326052	0.3746479	0.81457525	1.0	4717	tags=33%, list=24%, signal=44%	
GOBP_MULTIVESICULAR_BODY_ORGANIZATION	GOBP_MULTIVESICULAR_BODY_ORGANIZATION		32	0.35421067	1.0325916	0.39849624	0.813671	1.0	5017	tags=41%, list=26%, signal=55%	
GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION	GOBP_AXONAL_TRANSPORT_OF_MITOCHONDRION		18	0.4121075	1.031911	0.42727274	0.8152529	1.0	3531	tags=44%, list=18%, signal=54%	
GOBP_MYELIN_ASSEMBLY	GOBP_MYELIN_ASSEMBLY		21	0.39427134	1.0318036	0.39205956	0.8146904	1.0	3152	tags=33%, list=16%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX		26	0.367786	1.0316213	0.40191388	0.81442404	1.0	2202	tags=15%, list=11%, signal=17%	
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION	GOBP_RETINAL_ROD_CELL_DIFFERENTIATION		17	0.41261372	1.0313845	0.41348314	0.8143689	1.0	5308	tags=47%, list=27%, signal=65%	
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS		28	0.36256763	1.0313698	0.375	0.81348133	1.0	3145	tags=32%, list=16%, signal=38%	
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS		95	0.2917682	1.0312488	0.34365326	0.81298035	1.0	2028	tags=18%, list=10%, signal=20%	
GOBP_URETER_DEVELOPMENT	GOBP_URETER_DEVELOPMENT		18	0.40536335	1.0308199	0.40133038	0.8136538	1.0	1312	tags=28%, list=7%, signal=30%	
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS		62	0.3154509	1.0306275	0.40106952	0.8134482	1.0	955	tags=16%, list=5%, signal=17%	
GOBP_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS	GOBP_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS		50	0.32234648	1.0304621	0.4009901	0.8130733	1.0	3130	tags=22%, list=16%, signal=26%	
GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY	GOMF_3_5_CYCLIC_AMP_PHOSPHODIESTERASE_ACTIVITY		22	0.37681437	1.0302973	0.41189933	0.81280696	1.0	190	tags=9%, list=1%, signal=9%	
GOBP_PROTEIN_STABILIZATION	GOBP_PROTEIN_STABILIZATION		193	0.26217878	1.0302382	0.356	0.8121005	1.0	2587	tags=19%, list=13%, signal=21%	
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS		49	0.31742802	1.0301031	0.38	0.8116765	1.0	3280	tags=24%, list=17%, signal=29%	
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS		239	0.2543704	1.0299705	0.32244897	0.8112001	1.0	2971	tags=20%, list=15%, signal=23%	
GOBP_CEREBELLAR_CORTEX_DEVELOPMENT	GOBP_CEREBELLAR_CORTEX_DEVELOPMENT		49	0.32044086	1.029903	0.41504177	0.81053823	1.0	4182	tags=39%, list=22%, signal=49%	
GOBP_MALE_SEX_DIFFERENTIATION	GOBP_MALE_SEX_DIFFERENTIATION		168	0.26324648	1.0295576	0.34653464	0.81086016	1.0	2556	tags=20%, list=13%, signal=22%	
GOCC_PLATELET_DENSE_GRANULE	GOCC_PLATELET_DENSE_GRANULE		20	0.38827497	1.0291058	0.3962704	0.81158864	1.0	3441	tags=30%, list=18%, signal=36%	
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION		82	0.2917876	1.0287323	0.38526914	0.81209534	1.0	1447	tags=16%, list=7%, signal=17%	
GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT	GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT		31	0.3523058	1.028731	0.40875912	0.81117666	1.0	3467	tags=32%, list=18%, signal=39%	
GOBP_VIRAL_GENE_EXPRESSION	GOBP_VIRAL_GENE_EXPRESSION		99	0.28302297	1.0285171	0.38064516	0.8110134	1.0	3623	tags=26%, list=19%, signal=32%	
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS		43	0.32884905	1.0283945	0.3956044	0.810532	1.0	6545	tags=42%, list=34%, signal=63%	
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	GOBP_SEQUESTERING_OF_TRIGLYCERIDE		17	0.40146932	1.028159	0.416122	0.81043285	1.0	798	tags=24%, list=4%, signal=25%	
GOCC_SPERM_PRINCIPAL_PIECE	GOCC_SPERM_PRINCIPAL_PIECE		30	0.35438693	1.0280678	0.3938619	0.8098656	1.0	2048	tags=17%, list=11%, signal=19%	
GOMF_ACETYLCHOLINE_GATED_MONOATOMIC_CATION_SELECTIVE_CHANNEL_ACTIVITY	GOMF_ACETYLCHOLINE_GATED_MONOATOMIC_CATION_SELECTIVE_CHANNEL_ACTIVITY		16	0.41524038	1.0280411	0.4144144	0.80905473	1.0	5558	tags=38%, list=29%, signal=52%	
