"","probes","moduleColor"
"5448","DEFB127","grey"
"5453","PCSK2","grey"
"5454","AKNAD1","grey"
"5455","QRICH2","grey"
"5476","C3orf79","grey"
"5488","KCNK10","grey"
"5491","FOXP2","grey"
"5494","OR8U9","grey"
"5498","ZNF429","grey"
"5500","IQGAP3","grey"
"5501","NCL","grey"
"5504","MAP3K19","grey"
"5505","AMBP","grey"
"5511","DKK2","grey"
"5514","OR10AG1","grey"
"5546","BOD1L1","grey"
"5553","OR8J1","grey"
"5563","PAGE5","grey"
"5564","YKT6","grey"
"5574","HES3","grey"
"5576","GRM7","grey"
"5578","CARS","grey"
"5579","DNAJC6","grey"
"5581","TUBGCP3","grey"
"5590","SYT6","grey"
"5595","NHEJ1","grey"
"5602","SIM1","grey"
"5609","ZIC2","grey"
"5610","OR5M3","grey"
"5617","SRSF2","grey"
"5624","FGF23","grey"
"5629","TAS2R13","grey"
"5639","CHST4","grey"
"5651","FAM90A1","grey"
"5659","KRTAP9-4","grey"
"5663","GRIFIN","grey"
"5664","GPR182","grey"
"5672","LATS1","grey"
"5673","OR4K1","grey"
"5677","PDZD8","grey"
"5680","CSF3","grey"
"5681","GAL3ST3","grey"
"5694","CNBD1","grey"
"5697","ST8SIA3","grey"
"5704","OR4F6","grey"
"5717","HLA-DRB5","grey"
"5720","SLC32A1","grey"
"5725","BAGE4","grey"
"5729","FBXL16","grey"
"5734","KCNJ4","grey"
"5744","KRTAP12-2","grey"
"5750","GINS1","grey"
"5751","OR51L1","grey"
"5752","C3orf67","grey"
"5770","XKRY","grey"
"5775","UGT1A4","grey"
"5791","CHD5","grey"
"5803","RRM2B","grey"
"5812","ABHD12B","grey"
"5815","AVPR2","grey"
"5818","C15orf53","grey"
"5833","ST8SIA6","grey"
"5840","PLGLB2","grey"
"5843","LIMK1","grey"
"5846","ARL17A","grey"
"5855","UNC45B","grey"
"5860","SPATA31D1","grey"
"5868","NLRP9","grey"
"5871","FOXD4L3","grey"
"5872","PWP2","grey"
"5873","TNFRSF11A","grey"
"5877","LINC01197","grey"
"5878","KCNJ11","grey"
"5884","LINC00632","grey"
"5888","C1orf146","grey"
"5900","SIGLECL1","grey"
"5914","DMRTA2","grey"
"5918","C9orf135","grey"
"5925","BHLHE22","grey"
"5934","MICAL3","grey"
"5936","APBB1","grey"
"5938","IL6","grey"
"5947","POM121L10P","grey"
"5948","GCFC2","grey"
"5952","EPHX3","grey"
"5953","ZNF391","grey"
"5954","CBLN4","grey"
"5957","SP8","grey"
"5958","CAPNS2","grey"
"5971","TSPEAR","grey"
"5989","SNORA62","grey"
"5991","DOK1","grey"
"6003","MMD2","grey"
"6015","TRAF6","grey"
"6017","SLC26A1","grey"
"6021","SLC22A14","grey"
"6029","OR51I2","grey"
"6031","CHST9","grey"
"6048","GADL1","grey"
"6053","RIMS1","grey"
"6064","TDRD5","grey"
"6066","PRR25","grey"
"6071","GABRR3","grey"
"6076","ST7-AS2","grey"
"6077","PRDM5","grey"
"6081","SAA1","grey"
"6085","ZNF492","grey"
"6102","PIWIL1","grey"
"6105","SPRR2E","grey"
"6109","TSPYL6","grey"
"6112","SZT2","grey"
"6116","SLC22A24","grey"
"6119","IKBIP","grey"
"6126","ZNF776","grey"
"6127","HGFAC","grey"
"6129","SYP","grey"
"6131","CD5L","grey"
"6134","KRTAP5-3","grey"
"6137","PKHD1","grey"
"6152","CYP7B1","grey"
"6158","OR1D5","grey"
"6159","PGLYRP2","grey"
"6160","DCT","grey"
"6165","ZNF44","grey"
"6172","PRR27","grey"
"6181","DLG1","grey"
"6185","GRID1","grey"
"6187","PLEKHG4B","grey"
"6192","RAG2","grey"
"6193","ODF2L","grey"
"6194","SPATA19","grey"
"6201","CACNG4","grey"
"6206","LOC613266","grey"
"6208","FAM19A1","grey"
"6210","NEUROD2","grey"
"6214","C1orf54","grey"
"6227","BMPER","grey"
"6234","PKD1L3","grey"
"6235","SPIN1","grey"
"6236","PPP1R42","grey"
"6238","PCDHA9","grey"
"6240","DNMBP","grey"
"6247","ALDH3A1","grey"
"6250","TBC1D29","grey"
"6252","CALCA","grey"
"6259","BEX1","grey"
"6260","ETV3L","grey"
"6270","BMP15","grey"
"6275","CYP26C1","grey"
"6284","CYP4Z2P","grey"
"6285","TAS2R45","grey"
"6289","OR2AK2","grey"
"6322","GPR148","grey"
"6345","ZDHHC12","grey"
"6356","WNT9B","grey"
"6383","OR5T3","grey"
"6387","UNC5D","grey"
"6389","BPIFB4","grey"
"6400","OR6C3","grey"
"6406","MAB21L1","grey"
"6410","SYNGAP1","grey"
"6411","OGFOD2","grey"
"6416","RPPH1","grey"
"6424","LOC388242","grey"
"6427","SULT1E1","grey"
"6430","AIFM3","grey"
"6438","MYO18B","grey"
"6462","OR7A17","grey"
"6464","SERINC4","grey"
"6470","TP53AIP1","grey"
"6473","EFHB","grey"
"6483","PROKR1","grey"
"6485","ZSCAN22","grey"
"6487","FADS6","grey"
"6502","ERI3","grey"
"6510","SLURP1","grey"
"6519","DNAH14","grey"
"6521","PLPPR5","grey"
"6529","SERPINA7","grey"
"6540","SPATA21","grey"
"6555","RBP3","grey"
"6556","OR56A4","grey"
"6564","FAM71C","grey"
"6574","C9orf131","grey"
"6577","OR14I1","grey"
"6581","SCT","grey"
"6585","CFTR","grey"
"6588","TTBK2","grey"
"6589","USP22","grey"
"6590","CCDC122","grey"
"6599","RPL7L1","grey"
"6612","C7orf31","grey"
"6619","C16orf96","grey"
"6638","NUDT4","grey"
"6639","UGT1A6","grey"
"6641","POU1F1","grey"
"6652","EIF2AK2","grey"
"6657","EPPIN","grey"
"6667","SLC22A7","grey"
"6672","OR4N2","grey"
"6678","SCRT2","grey"
"6680","CCDC87","grey"
"6689","SLC6A14","grey"
"6713","MAGEE2","grey"
"6726","WDR20","grey"
"6727","B4GALNT2","grey"
"6731","HIST1H3J","grey"
"6735","CCDC144B","grey"
"6742","PAX3","grey"
"6750","OR2D3","grey"
"6752","OPRD1","grey"
"6756","ESRRB","grey"
"6760","TXNDC8","grey"
"6765","RCC1","grey"
"6769","RAD18","grey"
"6778","WDTC1","grey"
"6779","FIGF","grey"
"6784","KRTAP1-5","grey"
"6785","TAS2R42","grey"
"6792","OR4C15","grey"
"6805","SWSAP1","grey"
"6808","SERPIND1","grey"
"6822","GAN","grey"
"6827","TBPL1","grey"
"6833","ODF1","grey"
"6836","LOC344967","grey"
"6838","OR52E2","grey"
"6841","RHOXF2","grey"
"6842","C10orf55","grey"
"6843","CYP4F22","grey"
"6854","NR1H4","grey"
"6855","SLC25A41","grey"
"6864","BRSK2","grey"
"6866","PPM1E","grey"
"6881","OR6C4","grey"
"6887","CA6","grey"
"6903","MEIG1","grey"
"6911","MFN1","grey"
"6912","OR10K2","grey"
"6919","C6orf10","grey"
"6923","FBXW8","grey"
"6936","HMHB1","grey"
"6943","RIPPLY3","grey"
"6948","IL5","grey"
"6949","LOC400002","grey"
"6953","CXCL3","grey"
"6954","FAM186B","grey"
"6958","MASP2","grey"
"6962","TFPT","grey"
"6973","EN1","grey"
"6981","SLC38A11","grey"
"6983","LCE2C","grey"
"6987","PRAMEF2","grey"
"6990","EXOG","grey"
"6992","YWHAEP7","grey"
"7006","B3GALT2","grey"
"7014","RNF133","grey"
"7016","SDR16C5","grey"
"7021","GJA9","grey"
"7022","CCL17","grey"
"7027","MLANA","grey"
"7032","TMC2","grey"
"7043","KIFC3","grey"
"7045","CNTNAP5","grey"
"7058","TMEM200C","grey"
"7060","PLA2G2E","grey"
"7064","CES5AP1","grey"
"7068","TTC21B","grey"
"7074","ZNF474","grey"
"7077","RC3H2","grey"
"7083","PROB1","grey"
"7084","MAGEB16","grey"
"7085","PCSK1","grey"
"7088","OR5M10","grey"
"7090","RNF145","grey"
"7092","KRTAP10-10","grey"
"7096","GLIS2","grey"
"7099","CRYAA","grey"
"7103","IFITM5","grey"
"7107","C22orf42","grey"
"7113","SLC9C1","grey"
"7119","SPRR1B","grey"
"7127","WDR3","grey"
"7129","SLC5A5","grey"
"7131","PCDHGA9","grey"
"7139","TBC1D3P1-DHX40P1","grey"
"7140","OR7A5","grey"
"7142","NRN1L","grey"
"7149","PLEKHN1","grey"
"7160","OR6C6","grey"
"7165","OR7A10","grey"
"7168","CSN2","grey"
"7174","SPATS1","grey"
"7176","C16orf70","grey"
"7179","CCDC187","grey"
"7180","ADCYAP1R1","grey"
"7182","FOXR2","grey"
"7188","C9orf40","grey"
"7196","HTR3D","grey"
"7205","OR5AN1","grey"
"7211","TGIF2LX","grey"
"7219","LIPK","grey"
"7221","TMPRSS11A","grey"
"7222","HIST1H3C","grey"
"7226","RPL10","grey"
"7242","GJD2","grey"
"7244","TMC3","grey"
"7251","LRRC52","grey"
"7264","NODAL","grey"
"7270","POLR2J4","grey"
"7271","LOC200726","grey"
"7273","PNLIPRP2","grey"
"7294","IRS4","grey"
"7320","PCDHA7","grey"
"7321","OPN4","grey"
"7323","PFKL","grey"
"7329","SPANXD","grey"
"7330","CT45A6","grey"
"7344","KRT74","grey"
"7345","OTOS","grey"
"7349","CHL1","grey"
"7369","KBTBD12","grey"
"7371","TKTL2","grey"
"7390","HPGDS","grey"
"7394","LINC00520","grey"
"7408","AMTN","grey"
"7421","KRTAP12-3","grey"
"7423","FCN2","grey"
"7430","CD164L2","grey"
"7431","PRMT8","grey"
"7439","VWA3B","grey"
"7451","ITSN2","grey"
"7458","C19orf57","grey"
"7459","PTCD3","grey"
"7465","PLG","grey"
"7466","OR5D18","grey"
"7469","OCM2","grey"
"7484","TNRC6A","grey"
"7486","OR1L4","grey"
"7495","SIAH3","grey"
"7496","PHF6","grey"
"7503","OR6K6","grey"
"7505","OR4D9","grey"
"7510","LIMS3","grey"
"7511","OR2A14","grey"
"7518","MRGPRD","grey"
"7526","KCNA7","grey"
"7539","MAGI2","grey"
"7540","OR6V1","grey"
"7547","INSRR","grey"
"7549","ADGRF2","grey"
"7552","SNORD56B","grey"
"7563","SS18L1","grey"
"7568","GABRA3","grey"
"7578","OTOP2","grey"
"7583","GAGE4","grey"
"7593","S100G","grey"
"7614","TAS2R60","grey"
"7621","SLC35G5","grey"
"7624","NSUN4","grey"
"7631","OR5H14","grey"
"7632","ARGFX","grey"
"7633","SOX1","grey"
"7637","KRT71","grey"
"7640","GAB4","grey"
"7643","TSPY1","grey"
"7648","OR1K1","grey"
"7650","ANKRD1","grey"
"7653","LYNX1","grey"
"7656","P2RX6","grey"
"7660","MPPED1","grey"
"7676","LCE1F","grey"
"7679","MGC70870","grey"
"7686","SPRR1A","grey"
"7707","KRTAP9-2","grey"
"7723","RBMY1B","grey"
"7725","TTTY2","grey"
"7738","CFAP57","grey"
"7741","MINK1","grey"
"7742","OR10A6","grey"
"7770","NPVF","grey"
"7775","LECT2","grey"
"7777","PGA5","grey"
"7785","IGFL4","grey"
"7790","CDKN2A","grey"
"7798","CDK5R2","grey"
"7801","USH1G","grey"
"7808","ACTL7A","grey"
"7816","PCDHGA1","grey"
"7819","PFN3","grey"
"7838","TRIM42","grey"
"7841","FSIP2","grey"
"7845","KRTAP4-7","grey"
"7849","CFHR5","grey"
"7853","GJB4","grey"
"7860","COX15","grey"
"7861","MMP16","grey"
"7866","LCE3D","grey"
"7868","LCE1D","grey"
"7870","MAGEB18","grey"
"7873","MMEL1","grey"
"7874","SGCZ","grey"
"7878","CXCL13","grey"
"7881","OR13C9","grey"
"7882","OR4C6","grey"
"7892","GJB6","grey"
"7898","KLK5","grey"
"7900","CD207","grey"
"7912","QRFP","grey"
"7917","FSHB","grey"
"7924","SYNE3","grey"
"7925","CRYBB3","grey"
"7927","SLC39A12","grey"
"7940","PATE1","grey"
"7947","KRTAP20-1","grey"
"7948","CRX","grey"
"7950","CTAG1B","grey"
"7958","IBSP","grey"
"7966","OR8B3","grey"
"7970","C9orf163","grey"
"7975","LRRC39","grey"
"7981","TRHR","grey"
"7990","SCART1","grey"
"7992","INHBA","grey"
"8015","NUGGC","grey"
"8018","LDHAL6B","grey"
"8022","OR3A2","grey"
"8031","FOXE3","grey"
"8033","CPS1-IT1","grey"
"8039","GOLGA6L9","grey"
"8050","CABP2","grey"
"8059","IL25","grey"
"8060","SPANXN2","grey"
"8070","HOXB9","grey"
"8079","CST9L","grey"
"8083","LRRN1","grey"
"8089","WI2-2373I1.2","grey"
"8098","OR8B8","grey"
"8099","FLG","grey"
"8105","OR5AK2","grey"
"8107","SNORD4B","grey"
"8117","C10orf62","grey"
"8121","VCY1B","grey"
"8122","OR13C5","grey"
"8125","SPINK7","grey"
"8151","MYT1","grey"
"8157","PPP3R2","grey"
"8168","ERAS","grey"
"8171","HS6ST3","grey"
"8177","B3GNT7","grey"
"8179","WIF1","grey"
"8180","PLA2G1B","grey"
"8181","FABP6","grey"
"8183","FANCD2OS","grey"
"8199","STRA8","grey"
"8205","GSDMC","grey"
"8228","HPS4","grey"
"8238","CNGA3","grey"
"8244","TCTE3","grey"
"8246","MRGPRX4","grey"
"8251","PLPPR3","grey"
"8259","IMPG1","grey"
"8260","SCAI","grey"
"8267","MC4R","grey"
"8269","TFF1","grey"
"8273","DEFB105A","grey"
"8278","LECT1","grey"
"8280","DEFB123","grey"
"8281","DCD","grey"
"8283","EMC8","grey"
"8284","CDX4","grey"
"8285","PM20D1","grey"
"8295","SLC17A1","grey"
"8298","GUCA1C","grey"
"8311","MAGEA1","grey"
"8319","CCDC36","grey"
"8320","PDZD3","grey"
"8322","SFRP2","grey"
"8325","SPATC1","grey"
"8339","HIST1H4A","grey"
"8340","WFDC13","grey"
"8344","TMEM121","grey"
"8346","ELOF1","grey"
"8349","FGF3","grey"
"8350","DUS3L","grey"
"8351","ZNF222","grey"
"8352","C1orf137","grey"
"8357","OR5T2","grey"
"8361","TSSK4","grey"
"8362","KRT26","grey"
"8364","HACL1","grey"
"8367","ZYG11A","grey"
"8369","C3orf84","grey"
"8378","SPATA45","grey"
"8381","PIGC","grey"
"8382","PKLR","grey"
"8387","GUCY2F","grey"
"8393","ZFAT-AS1","grey"
"8394","LOC643201","grey"
"8397","SLC6A17","grey"
"8410","SETD6","grey"
"8411","SLC6A19","grey"
"8414","GAS2L1","grey"
"8424","OR56B1","grey"
"8435","PLEKHD1","grey"
"8443","IPMK","grey"
"8445","SV2C","grey"
"8447","NDUFB1","grey"
"8448","SIRT3","grey"
"8450","PCDHGA7","grey"
"8451","GCG","grey"
"8457","OR6N2","grey"
"8468","ALX1","grey"
"8476","OR5B21","grey"
"8487","SYT3","grey"
"8490","PLA2G2F","grey"
"8502","TMEM244","grey"
"8505","WDR53","grey"
"8508","LHFPL1","grey"
"8514","RTN4RL2","grey"
"8533","FDCSP","grey"
"8534","GCGR","grey"
"8543","ABCC6","grey"
"8546","C17orf105","grey"
"8554","COX6B2","grey"
"8556","DNAH10","grey"
"8558","FXYD4","grey"
"8561","RAB41","grey"
"8567","OR52M1","grey"
"8578","YTHDC2","grey"
"8579","POU3F2","grey"
"8584","IL24","grey"
"8592","TRIM43B","grey"
"8597","TMEM81","grey"
"8600","SHCBP1L","grey"
"8620","ADAMTS16","grey"
"8622","SSX7","grey"
"8623","ATP6V1G3","grey"
"8634","SNX9","grey"
"8639","BSND","grey"
"8651","OR10G3","grey"
"8657","CHODL","grey"
"8664","C7orf66","grey"
"8677","USP17L2","grey"
"8690","SYNGR4","grey"
"8695","CYP4A22","grey"
"8700","KRT17P5","grey"
"8714","GPR158","grey"
"8719","FIBCD1","grey"
"8721","BIRC8","grey"
"8729","GLTPD2","grey"
"8731","ZBTB6","grey"
"8735","AMELY","grey"
"8737","CCT8L2","grey"
"8743","MUC4","grey"
"8752","ERG","grey"
"8762","OR5K4","grey"
"8771","FRMD5","grey"
"8772","UHRF1BP1","grey"
"8775","XRN2","grey"
"8777","KRT39","grey"
"8785","TEKT4","grey"
"8788","LDHC","grey"
"8793","RLIM","grey"
"8796","MPC2","grey"
"8799","KIF19","grey"
"8801","MUC6","grey"
"8802","FPGT","grey"
"8805","FAM26E","grey"
"8807","ZNF764","grey"
"8809","ONECUT1","grey"
"8810","SNTG1","grey"
"8819","ASTL","grey"
"8828","NKX2-1","grey"
"8829","OR10R2","grey"
"8835","ANP32D","grey"
"8841","ZNF548","grey"
"8848","GAD2","grey"
"8852","TMEM63B","grey"
"8853","EYA3","grey"
"8861","C12orf45","grey"
"8862","KRTAP6-3","grey"
"8864","GCM2","grey"
"8868","SYT9","grey"
"8869","CHRNA9","grey"
"8872","FNTB","grey"
"8878","LCE3C","grey"
"8880","PMPCB","grey"
"8896","SDCCAG8","grey"
"8899","GRK5","grey"
"8903","ERICH6B","grey"
"8909","ANKEF1","grey"
"8910","C11orf57","grey"
"8928","TCEAL6","grey"
"8931","SPATA5L1","grey"
"8934","CYP2C19","grey"
"8951","ALX3","grey"
"8957","CYP4F2","grey"
"8961","OPRPN","grey"
"8968","C19orf54","grey"
"8972","TDGF1P3","grey"
"8973","OLFM3","grey"
"8976","BBC3","grey"
"8989","AANAT","grey"
"8990","C11orf42","grey"
"8993","PBOV1","grey"
"8995","OR7C1","grey"
"9001","CXorf66","grey"
"9010","GSTT1","grey"
"9018","ZNF19","grey"
"9020","OR5A1","grey"
"9031","MED17","grey"
"9036","GOLGA6L22","grey"
"9044","TAS2R43","grey"
"9045","PROP1","grey"
"9052","KRTAP7-1","grey"
"9053","OTUD6A","grey"
"9059","11-Mar","grey"
"9062","AHSG","grey"
"9067","TMEFF2","grey"
"9075","OR2B2","grey"
"9091","PDE6C","grey"
"9095","ZFAND1","grey"
"9103","TTC24","grey"
"9106","MALT1","grey"
"9113","TRA2A","grey"
"9120","ISL2","grey"
"9121","USH2A","grey"
"9129","SLC16A8","grey"
"9142","FGF7","grey"
"9147","GPR179","grey"
"9152","PARL","grey"
"9161","GPR156","grey"
"9166","PLD6","grey"
"9170","GIF","grey"
"9175","DEFB118","grey"
"9185","KLB","grey"
"9187","OR10G8","grey"
"9190","DCHS2","grey"
"9198","POTEJ","grey"
"9205","PCK1","grey"
"9206","SYT10","grey"
"9210","HPSE2","grey"
"9221","AQP2","grey"
"9226","SYCE1","grey"
"9230","OR10G9","grey"
"9247","STYX","grey"
"9265","LENG9","grey"
"9273","GPRC6A","grey"
"9281","OR5H1","grey"
"9282","LRP6","grey"
"9289","FGF14","grey"
"9290","ZBTB32","grey"
"9299","UBXN7","grey"
"9315","TEX9","grey"
"9321","MAST1","grey"
"9330","RNASE11","grey"
"9342","ART5","grey"
"9352","CDH18","grey"
"9357","ANKRD45","grey"
"9365","KAT2B","grey"
"9369","XKR9","grey"
"9381","PDCD6","grey"
"9382","SNUPN","grey"
"9406","OR52E4","grey"
"9416","VIPAS39","grey"
"9418","PEBP4","grey"
"9427","SLC9A3","grey"
"9434","SUN5","grey"
"9438","OR9I1","grey"
"9451","ATP2B2","grey"
"9452","AKAP4","grey"
"9460","CUZD1","grey"
"9463","IL23R","grey"
"9468","OR4N4","grey"
"9472","KIAA1841","grey"
"9481","KMT5C","grey"
"9486","IL22","grey"
"9493","IRX1","grey"
"9495","GJB5","grey"
"9508","F13B","grey"
"9526","PIWIL3","grey"
"9535","RAB14","grey"
"9539","CYP4A11","grey"
"9546","METTL2B","grey"
"9560","DEFB106A","grey"
"9561","GLT6D1","grey"
"9573","GC","grey"
"9574","PLK1","grey"
"9580","CHRNB3","grey"
"9583","CALR","grey"
"9592","AMHR2","grey"
"9595","LENEP","grey"
"9599","RACK1","grey"
"9611","MCF2L","grey"
"9618","LCE1B","grey"
"9620","SPSB4","grey"
"9622","SPIN2A","grey"
"9638","PRSS33","grey"
"9641","LINC01120","grey"
"9648","CEP97","grey"
"9654","HPCAL4","grey"
"9663","RPS2","grey"
"9664","HHLA2","grey"
"9669","OR6C75","grey"
"9690","SLC10A5","grey"
"9695","OR4Q3","grey"
"9699","PCMTD1","grey"
"9701","FOXD3","grey"
"9702","OXR1","grey"
"9712","VARS2","grey"
"9716","NUTM1","grey"
"9723","NEK10","grey"
"9733","PPP1R17","grey"
"9734","SLC35G6","grey"
"9756","OR2T33","grey"
"9770","METTL4","grey"
"9772","GALNTL5","grey"
"9778","OR10A7","grey"
"9779","DRD3","grey"
"9780","PCDHB7","grey"
"9785","NOX3","grey"
"9807","FCRL4","grey"
"9811","VPREB1","grey"
"9815","NR2E1","grey"
"9818","PRKAR1A","grey"
"9823","TRPV5","grey"
"9825","PLEKHG5","grey"
"9826","NUP62","grey"
"9830","OR4N5","grey"
"9831","RBMY1F","grey"
"9842","HRC","grey"
"9846","RAG1","grey"
"9850","VN1R4","grey"
"9852","TSSK2","grey"
"9853","SLC9A2","grey"
"9856","ODF3B","grey"
"9864","OR2A20P","grey"
"9865","SPATA5","grey"
"9878","SNORD43","grey"
"9880","TMEM213","grey"
"9882","OR1N1","grey"
"9886","OR9A4","grey"
"9889","OR2T10","grey"
"9895","TMPRSS5","grey"
"9898","L1CAM","grey"
"9900","BAHD1","grey"
"9908","TBR1","grey"
"9913","NLRP13","grey"
"9920","GANAB","grey"
"9925","CASP14","grey"
"9929","FAM187B","grey"
"9940","TAS2R7","grey"
"9950","OR13C4","grey"
"9960","DGAT2L6","grey"
"9966","SDR9C7","grey"
"9974","TMPRSS11E","grey"
"9980","POU4F2","grey"
"9982","MYOD1","grey"
"9986","BEND4","grey"
"9987","DEFB108B","grey"
"9989","GPR83","grey"
"9990","COL9A3","grey"
"9999","GHRHR","grey"
"10005","CT47A11","grey"
"10006","UGT1A10","grey"
"10022","HAO2","grey"
"10033","DLGAP1","grey"
"10034","C2orf70","grey"
"10038","PCDHA11","grey"
"10040","SGMS1","grey"
"10042","NEU3","grey"
"10043","ASB15","grey"
"10045","F7","grey"
"10047","NLRC3","grey"
"10054","RTKN2","grey"
"10057","PCDH8","grey"
"10061","KCNQ4","grey"
"10063","ATOH1","grey"
"10065","PMP2","grey"
"10077","GON4L","grey"
"10079","OR5B12","grey"
"10081","OR4C11","grey"
"10093","APOE","grey"
"10096","NONO","grey"
"10102","SLC28A3","grey"
"10108","TET1","grey"
"10109","SCN1A","grey"
"10114","ZNF41","grey"
"10130","CRYBA2","grey"
"10134","AP5M1","grey"
"10142","TTI1","grey"
"10146","SLC35A1","grey"
"10150","PPP1R35","grey"
"10154","SLC2A13","grey"
"10155","KRT38","grey"
"10163","PFKFB1","grey"
"10166","DKFZP434I0714","grey"
"10168","ZNF675","grey"
"10170","LPA","grey"
"10174","FOXL1","grey"
"10180","DUSP28","grey"
"10185","RD3","grey"
"10189","OR2M1P","grey"
"10191","OR9Q1","grey"
"10193","SNORD38B","grey"
"10200","SNRPC","grey"
"10209","RP1L1","grey"
"10224","MAN1A1","grey"
"10225","DYDC1","grey"
"10235","IFNA14","grey"
"10237","KCTD12","grey"
"10238","CA14","grey"
"10241","FRMD1","grey"
"10252","TAF3","grey"
"10260","TMPRSS11F","grey"
"10261","CTAGE1","grey"
"10272","CENPL","grey"
"10275","BHLHE23","grey"
"10293","CLEC6A","grey"
"10299","SBF2-AS1","grey"
"10308","GLYATL3","grey"
"10312","CERS3","grey"
"10313","ERAP2","grey"
"10322","OR52I1","grey"
"10326","LCE5A","grey"
"10332","RRH","grey"
"10333","ADIG","grey"
"10335","AKT2","grey"
"10356","OR2A25","grey"
"10370","C7orf62","grey"
"10378","IGFL1","grey"
"10387","TAAR1","grey"
"10398","SRMS","grey"
"10402","KLF17","grey"
"10410","KRTAP5-4","grey"
"10412","ZSCAN10","grey"
"10414","OR2C1","grey"
"10418","CYP2W1","grey"
"10421","GNS","grey"
"10438","DISC2","grey"
"10439","KRT4","grey"
"10440","MBD3L3","grey"
"10442","SAGE1","grey"
"10445","CPB2","grey"
"10446","UGT1A1","grey"
"10448","OR2T34","grey"
"10449","PCDHB1","grey"
"10451","RLN2","grey"
"10455","WFDC5","grey"
"10456","PTGER1","grey"
"10462","ZCCHC7","grey"
"10464","PIH1D3","grey"
"10467","TAS2R4","grey"
"10472","MIA","grey"
"10485","RPL31P11","grey"
"10497","RNF151","grey"
"10498","PPP5C","grey"
"10506","CTCFL","grey"
"10509","PABPC1L2A","grey"
"10522","GNAT2","grey"
"10523","KLK7","grey"
"10529","OR1Q1","grey"
"10530","FAM153A","grey"
"10537","CAGE1","grey"
"10538","DIS3L2","grey"
"10540","CLVS1","grey"
"10559","OR8D2","grey"
"10597","TSPAN19","grey"
"10598","GALP","grey"
"10607","HIST1H1E","grey"
"10612","DNTT","grey"
"10613","RPS25","grey"
"10614","CDC27","grey"
"10623","UNC93A","grey"
"10633","PCDHGB3","grey"
"10641","PDZD9","grey"
"10660","SLC25A48","grey"
"10661","PXDNL","grey"
"10664","PDYN","grey"
"10666","EFCAB9","grey"
"10674","CASP8AP2","grey"
"10687","EYA1","grey"
"10693","NBPF22P","grey"
"10694","ATP1B2","grey"
"10697","HFM1","grey"
"10714","PCDHB11","grey"
"10716","KCNC3","grey"
"10725","SHANK1","grey"
"10727","LCNL1","grey"
"10729","LYZL4","grey"
"10734","ZSWIM2","grey"
"10737","GOLGB1","grey"
"10739","UTS2R","grey"
"10742","OR10W1","grey"
"10747","RASGRF1","grey"
"10750","CACNG5","grey"
"10754","AMOTL1","grey"
"10759","RTBDN","grey"
"10773","GPR85","grey"
"10774","OR10G2","grey"
"10778","NPHS2","grey"
"10791","RAD21","grey"
"10793","RELT","grey"
"10800","TMPRSS11B","grey"
"10804","SEC16B","grey"
"10808","NOS2","grey"
"10810","OR2B3","grey"
"10812","TMEM130","grey"
"10819","KRTAP19-7","grey"
"10823","TMED6","grey"
"10824","LIN28A","grey"
"10831","IQCF5","grey"
"10833","PRR15L","grey"
"10834","SLC4A9","grey"
"10840","LCT","grey"
"10844","C8orf74","grey"
"10845","CT62","grey"
"10848","TCEAL5","grey"
"10855","CALML5","grey"
"10858","OR2AE1","grey"
"10862","TOPORS","grey"
"10881","WFDC11","grey"
"10890","ZNF215","grey"
"10895","CYP7A1","grey"
"10904","CPXCR1","grey"
"10907","WNT8B","grey"
"10911","KLHL17","grey"
"10913","HIST1H1D","grey"
"10917","NT5C1B","grey"
"10932","KRTAP5-11","grey"
"10945","EME1","grey"
"10949","OR52A1","grey"
"10963","ASIC5","grey"
"10971","BPIFB3","grey"
"10974","NPPA","grey"
"10978","SNORD107","grey"
"10979","TEFM","grey"
"10981","GOLGA6A","grey"
"10985","OR9G9","grey"
"10992","RSPO4","grey"
"10999","ARFIP2","grey"
"11006","MAGEA5","grey"
"11011","KLK14","grey"
"11012","CNGB3","grey"
"11030","EQTN","grey"
"11035","CD300E","grey"
"11051","KLHL32","grey"
"11065","OR9K2","grey"
"11070","FEV","grey"
"11071","TNFSF9","grey"
"11087","PITPNM3","grey"
"11090","CHRM1","grey"
"11098","POLD3","grey"
