"","probes","moduleColor"
"7051","TBC1D10C","turquoise"
"7055","BCL3","turquoise"
"7056","ATP8B1","turquoise"
"7057","PARD3","turquoise"
"7067","LETM1","turquoise"
"7076","GZMK","turquoise"
"7078","C2","turquoise"
"7082","KRBOX4","turquoise"
"7091","SLAMF7","turquoise"
"7093","IFI16","turquoise"
"7094","TMEM97","turquoise"
"7097","C1orf111","turquoise"
"7101","NRAP","turquoise"
"7106","DUX1","turquoise"
"7115","VPS37A","turquoise"
"7118","CREB3L4","turquoise"
"7121","C6orf15","turquoise"
"7123","ATN1","turquoise"
"7128","ASB5","turquoise"
"7137","PHF8","turquoise"
"7138","MAP1LC3C","turquoise"
"7143","ZNF319","turquoise"
"7146","STK4","turquoise"
"7150","VN1R2","turquoise"
"7152","UEVLD","turquoise"
"7155","ARHGAP26","turquoise"
"7156","SYNPO","turquoise"
"7157","PRAM1","turquoise"
"7164","MS4A4A","turquoise"
"7167","CD96","turquoise"
"7171","GMFG","turquoise"
"7177","GAS2L2","turquoise"
"7181","PLTP","turquoise"
"7184","NFE2","turquoise"
"7186","DEFB135","turquoise"
"7187","GPBP1","turquoise"
"7194","RNF7","turquoise"
"7198","MYB","turquoise"
"7200","MXD3","turquoise"
"7208","ANKRD17","turquoise"
"7209","RSBN1L","turquoise"
"7218","LRRC8B","turquoise"
"7223","KCNMB3","turquoise"
"7229","ANKRD46","turquoise"
"7238","NCAPH2","turquoise"
"7239","MIS18A","turquoise"
"7240","CKLF","turquoise"
"7243","SERPINB6","turquoise"
"7247","INPP5K","turquoise"
"7248","PCED1B","turquoise"
"7250","KIF20B","turquoise"
"7255","HS3ST2","turquoise"
"7260","CEACAM6","turquoise"
"7266","ZW10","turquoise"
"7280","SASH1","turquoise"
"7285","BPNT1","turquoise"
"7286","MAP7","turquoise"
"7287","GAST","turquoise"
"7293","ERGIC2","turquoise"
"7295","KCNK7","turquoise"
"7297","ZNF608","turquoise"
"7300","VWA7","turquoise"
"7304","HSPH1","turquoise"
"7314","DUSP2","turquoise"
"7316","YIF1A","turquoise"
"7318","CDC34","turquoise"
"7325","PSTPIP2","turquoise"
"7333","MRPL3","turquoise"
"7335","USP16","turquoise"
"7337","SMARCA5","turquoise"
"7343","FAM46C","turquoise"
"7347","DGCR2","turquoise"
"7351","RPL13A","turquoise"
"7352","EIF2B2","turquoise"
"7359","HBZ","turquoise"
"7361","ENOX1","turquoise"
"7368","ZNF205","turquoise"
"7374","LAMP5","turquoise"
"7375","OR14J1","turquoise"
"7376","PRKCB","turquoise"
"7378","ATM","turquoise"
"7380","TSNAX","turquoise"
"7384","DHX32","turquoise"
"7387","ALOX12","turquoise"
"7388","CORO1A","turquoise"
"7392","OPRL1","turquoise"
"7393","UBE2J1","turquoise"
"7398","ECI2","turquoise"
"7402","PMFBP1","turquoise"
"7404","TSR3","turquoise"
"7409","LITAF","turquoise"
"7411","GOLGA6D","turquoise"
"7413","SDF2","turquoise"
"7420","SLC9A5","turquoise"
"7422","PLCB3","turquoise"
"7424","FAM101B","turquoise"
"7426","KLHL8","turquoise"
"7427","DGKH","turquoise"
"7428","RMND5A","turquoise"
"7432","NAIF1","turquoise"
"7434","PON2","turquoise"
"7437","CYB5A","turquoise"
"7442","SLC16A13","turquoise"
"7443","AGRP","turquoise"
"7445","MSANTD3","turquoise"
"7457","PSEN2","turquoise"
"7464","SLC6A9","turquoise"
"7468","ZNF436","turquoise"
"7487","RASGRP4","turquoise"
"7488","FAM209B","turquoise"
"7493","TMEM184C","turquoise"
"7497","YIPF5","turquoise"
"7502","RPIA","turquoise"
"7515","PLA2G12A","turquoise"
"7524","AQP9","turquoise"
"7525","TANK","turquoise"
"7530","CCR7","turquoise"
"7531","HLA-DRB1","turquoise"
"7532","RPS6KA1","turquoise"
"7536","USP8","turquoise"
"7538","PTPN7","turquoise"
"7545","AIMP1","turquoise"
"7554","GPR174","turquoise"
"7555","NUP188","turquoise"
"7556","SELP","turquoise"
"7559","FREM1","turquoise"
"7560","SOSTDC1","turquoise"
"7565","ZDHHC21","turquoise"
"7566","TRAIP","turquoise"
"7572","ZC3H11A","turquoise"
"7573","BOP1","turquoise"
"7576","IL23A","turquoise"
"7586","HIPK4","turquoise"
"7596","SSNA1","turquoise"
"7599","SLC25A53","turquoise"
"7604","DOCK1","turquoise"
"7606","OGFRL1","turquoise"
"7610","PIK3R4","turquoise"
"7611","CRYBB1","turquoise"
"7618","SLC25A37","turquoise"
"7622","SDPR","turquoise"
"7634","CBL","turquoise"
"7636","KRT10","turquoise"
"7639","UBAP2","turquoise"
"7641","HIST1H2BG","turquoise"
"7657","CKAP5","turquoise"
"7658","VPS50","turquoise"
"7661","PRIMPOL","turquoise"
"7664","ATL2","turquoise"
"7667","ADRA1D","turquoise"
"7668","ATF7IP","turquoise"
"7674","RBP7","turquoise"
"7681","NAGK","turquoise"
"7684","INTU","turquoise"
"7685","NME7","turquoise"
"7688","NSMAF","turquoise"
"7690","URAD","turquoise"
"7691","RUNX2","turquoise"
"7694","NLRC5","turquoise"
"7696","BOD1","turquoise"
"7698","CD80","turquoise"
"7699","PRKAG3","turquoise"
"7708","ACSF3","turquoise"
"7724","RNASE8","turquoise"
"7727","LILRA2","turquoise"
"7728","ZSCAN1","turquoise"
"7732","RTP5","turquoise"
"7734","ZNF561","turquoise"
"7737","ZSCAN5B","turquoise"
"7739","DNAJC16","turquoise"
"7747","ECT2","turquoise"
"7748","MTMR6","turquoise"
"7751","CD3G","turquoise"
"7756","FBXL21","turquoise"
"7757","HLA-DRB3","turquoise"
"7761","NFKBIE","turquoise"
"7763","VAV1","turquoise"
"7764","7-Mar","turquoise"
"7772","GHSR","turquoise"
"7776","CLEC18B","turquoise"
"7779","AP5B1","turquoise"
"7782","SIK1","turquoise"
"7792","TIAL1","turquoise"
"7793","CALML4","turquoise"
"7797","PRKCE","turquoise"
"7799","RNF24","turquoise"
"7800","EIF1AD","turquoise"
"7814","SPTA1","turquoise"
"7815","DGKE","turquoise"
"7821","C5orf47","turquoise"
"7826","LIPA","turquoise"
"7828","CASP9","turquoise"
"7829","AGTPBP1","turquoise"
"7831","HOXB1","turquoise"
"7833","MAGEA12","turquoise"
"7834","OTOR","turquoise"
"7836","MAP2K5","turquoise"
"7837","ECHS1","turquoise"
"7850","TAS2R3","turquoise"
"7851","ATG5","turquoise"
"7864","INTS7","turquoise"
"7865","LOR","turquoise"
"7871","UPK3A","turquoise"
"7872","AKR7A3","turquoise"
"7876","ITIH4","turquoise"
"7880","CDKN1C","turquoise"
"7887","TSPAN32","turquoise"
"7891","ZBTB26","turquoise"
"7896","ERAL1","turquoise"
"7897","FAM217B","turquoise"
"7905","XCL1","turquoise"
"7906","SMC3","turquoise"
"7907","AKAP10","turquoise"
"7914","UQCRC2","turquoise"
"7915","KCNK1","turquoise"
"7922","SOX5","turquoise"
"7934","BEST1","turquoise"
"7935","DAZAP2","turquoise"
"7939","LSM3","turquoise"
"7945","C18orf8","turquoise"
"7946","UBE3D","turquoise"
"7953","BRMS1","turquoise"
"7959","TULP3","turquoise"
"7961","FBL","turquoise"
"7963","ZNF616","turquoise"
"7971","MROH2B","turquoise"
"7978","NRBF2","turquoise"
"7980","FH","turquoise"
"7982","CD1D","turquoise"
"7983","CRIP3","turquoise"
"7985","MSH3","turquoise"
"7987","CTTNBP2NL","turquoise"
"7995","MYOM3","turquoise"
"7997","CCT6A","turquoise"
"7999","RABEP1","turquoise"
"8000","SLC27A3","turquoise"
"8005","MSRB1","turquoise"
"8007","MOB3C","turquoise"
"8008","NFKBIZ","turquoise"
"8010","PTGES3","turquoise"
"8013","FBN3","turquoise"
"8019","PHLDB2","turquoise"
"8023","GRIPAP1","turquoise"
"8026","KIAA1804","turquoise"
"8028","TLR10","turquoise"
"8038","HAL","turquoise"
"8041","CCL2","turquoise"
"8045","SREK1","turquoise"
"8046","PCP2","turquoise"
"8047","PTPRO","turquoise"
"8048","GMNN","turquoise"
"8063","PRR30","turquoise"
"8067","SLC25A46","turquoise"
"8068","PTS","turquoise"
"8073","ZNF420","turquoise"
"8080","KMT2E","turquoise"
"8095","OR2T6","turquoise"
"8096","SYTL3","turquoise"
"8103","TRIM72","turquoise"
"8106","STX11","turquoise"
"8109","ZFP36","turquoise"
"8115","ABRACL","turquoise"
"8123","TULP4","turquoise"
"8130","SRFBP1","turquoise"
"8131","SAMHD1","turquoise"
"8132","RHEBL1","turquoise"
"8134","MS4A6A","turquoise"
"8136","SP4","turquoise"
"8140","C14orf159","turquoise"
"8141","HLA-C","turquoise"
"8149","GRPEL2","turquoise"
"8150","HTR5A","turquoise"
"8156","KRT75","turquoise"
"8163","ZNF276","turquoise"
"8164","MOB3A","turquoise"
"8166","KRT6B","turquoise"
"8173","VSX2","turquoise"
"8174","RANBP1","turquoise"
"8184","C12orf40","turquoise"
"8186","OR5P2","turquoise"
"8187","TBX15","turquoise"
"8188","EMC10","turquoise"
"8193","ZNF654","turquoise"
"8194","P2RY4","turquoise"
"8198","GPR171","turquoise"
"8201","FNTA","turquoise"
"8203","USP6","turquoise"
"8209","IL18RAP","turquoise"
"8214","GDAP1","turquoise"
"8218","ITGA2B","turquoise"
"8219","CTNNAL1","turquoise"
"8227","CARD11","turquoise"
"8231","KIAA1586","turquoise"
"8234","ARMC1","turquoise"
"8236","RNF217","turquoise"
"8237","TP53TG5","turquoise"
"8241","CASP5","turquoise"
"8245","MBOAT7","turquoise"
"8249","IL17REL","turquoise"
"8261","CHRAC1","turquoise"
"8263","HRH2","turquoise"
"8272","OR4L1","turquoise"
"8274","KIR2DS1","turquoise"
"8275","OR8U8","turquoise"
"8276","CCNT2","turquoise"
"8279","KDM3A","turquoise"
"8282","NEUROD6","turquoise"
"8286","CD163","turquoise"
"8290","RAD23B","turquoise"
"8296","BMP2","turquoise"
"8299","ROGDI","turquoise"
"8303","VPS72","turquoise"
"8306","PLCD3","turquoise"
"8308","CDKN1B","turquoise"
"8313","MRPL46","turquoise"
"8316","VGLL2","turquoise"
"8318","PPP2CA","turquoise"
"8328","USP47","turquoise"
"8329","TLR5","turquoise"
"8330","CD72","turquoise"
"8332","MAP3K1","turquoise"
"8341","CLEC4F","turquoise"
"8342","IPO9","turquoise"
"8354","GPR55","turquoise"
"8355","SPINT4","turquoise"
"8366","PFKFB2","turquoise"
"8374","CD1A","turquoise"
"8396","PBRM1","turquoise"
"8398","CSNK2A2","turquoise"
"8404","IFI44L","turquoise"
"8405","BEND7","turquoise"
"8406","TARP","turquoise"
"8407","LXN","turquoise"
"8409","PILRB","turquoise"
"8412","SOWAHC","turquoise"
"8416","PLCB2","turquoise"
"8417","MAP3K14","turquoise"
"8422","ORAI1","turquoise"
"8426","NPEPL1","turquoise"
"8430","FUT7","turquoise"
"8431","GRN","turquoise"
"8434","LYPD2","turquoise"
"8438","NLE1","turquoise"
"8439","CACNG1","turquoise"
"8446","MFRP","turquoise"
"8453","TACC3","turquoise"
"8455","SELL","turquoise"
"8458","GCAT","turquoise"
"8459","CARD16","turquoise"
"8463","PSPC1","turquoise"
"8464","LYSMD2","turquoise"
"8466","DBX2","turquoise"
"8467","LY96","turquoise"
"8473","CD3D","turquoise"
"8478","ACAD8","turquoise"
"8479","RIOK3","turquoise"
"8484","TFR2","turquoise"
"8493","PCBP2","turquoise"
"8499","C14orf93","turquoise"
"8510","CCDC12","turquoise"
"8513","CTHRC1","turquoise"
"8515","EEF1E1","turquoise"
"8516","XPO1","turquoise"
"8520","POLN","turquoise"
"8523","TBCE","turquoise"
"8524","PITPNM2","turquoise"
"8525","PRKCI","turquoise"
"8528","COG8","turquoise"
"8532","GPR3","turquoise"
"8536","GBP3","turquoise"
"8537","SIGLEC1","turquoise"
"8538","CLDN23","turquoise"
"8544","NELL2","turquoise"
"8545","B2M","turquoise"
"8547","GK","turquoise"
"8549","KCNAB2","turquoise"
"8552","CCL11","turquoise"
"8555","DNAJC5G","turquoise"
"8557","FAM188A","turquoise"
"8562","DEFA3","turquoise"
"8565","ZNF596","turquoise"
"8566","FUT10","turquoise"
"8570","MOV10","turquoise"
"8575","MKNK1","turquoise"
"8576","TNRC6B","turquoise"
"8577","CARNS1","turquoise"
"8587","USP3","turquoise"
"8590","AMIGO2","turquoise"
"8591","HOXC10","turquoise"
"8598","EIF3C","turquoise"
"8599","RAPGEF6","turquoise"
"8602","GPX7","turquoise"
"8604","PAK1IP1","turquoise"
"8610","ITGAX","turquoise"
"8612","MS4A14","turquoise"
"8615","FLOT2","turquoise"
"8616","SERPINI2","turquoise"
"8617","CD1B","turquoise"
"8625","TMEM106B","turquoise"
"8626","KIAA1551","turquoise"
"8627","ST13P4","turquoise"
"8628","AMY1B","turquoise"
"8631","BIN2","turquoise"
"8632","THSD4","turquoise"
"8638","MRPL39","turquoise"
"8645","SH2D6","turquoise"
"8652","LILRA5","turquoise"
"8660","FAM65B","turquoise"
"8665","BEND3","turquoise"
"8668","GTF2H1","turquoise"
"8669","PSME1","turquoise"
"8683","HIST1H3G","turquoise"
"8694","OR51S1","turquoise"
"8698","DXO","turquoise"
"8702","AMMECR1L","turquoise"
"8703","COLGALT1","turquoise"
"8706","DDX19A","turquoise"
"8709","OR10H4","turquoise"
"8711","MYO6","turquoise"
"8717","REST","turquoise"
"8722","DHRS9","turquoise"
"8728","CALU","turquoise"
"8739","CD4","turquoise"
"8742","RMDN3","turquoise"
"8745","NMD3","turquoise"
"8746","OR4S2","turquoise"
"8749","CDC16","turquoise"
"8751","HCLS1","turquoise"
"8767","ZBED8","turquoise"
"8768","OLIG2","turquoise"
"8776","NDUFAF6","turquoise"
"8783","TRIT1","turquoise"
"8787","SYNCRIP","turquoise"
"8789","IDI2","turquoise"
"8791","CASP1","turquoise"
"8798","RAD51B","turquoise"
"8806","ZNF140","turquoise"
"8814","SREK1IP1","turquoise"
"8817","AKR1A1","turquoise"
"8823","PHAX","turquoise"
"8826","TNF","turquoise"
"8827","GNG7","turquoise"
"8838","SLC35G2","turquoise"
"8839","OGFR","turquoise"
"8844","LALBA","turquoise"
"8845","SAA2","turquoise"
"8846","C14orf177","turquoise"
"8847","SBK1","turquoise"
"8850","ACPT","turquoise"
"8851","NHSL2","turquoise"
"8856","CLCN4","turquoise"
"8857","ZNF716","turquoise"
"8859","C19orf38","turquoise"
"8865","GHITM","turquoise"
"8866","ARFGEF1","turquoise"
"8867","CXCL16","turquoise"
"8870","YWHAH","turquoise"
"8871","BAG5","turquoise"
"8877","TTC3","turquoise"
"8879","FCGR3B","turquoise"
"8882","KIAA0196","turquoise"
"8884","GDE1","turquoise"
"8885","SPTY2D1","turquoise"
"8886","COLQ","turquoise"
"8889","IL17RA","turquoise"
"8895","FBP1","turquoise"
"8897","HMP19","turquoise"
"8904","OR4A5","turquoise"
"8906","PRUNE1","turquoise"
"8912","SCO1","turquoise"
"8915","7-Sep","turquoise"
"8917","RPL9","turquoise"
"8923","COL5A2","turquoise"
"8927","NOTCH1","turquoise"
"8930","GPA33","turquoise"
"8935","PDILT","turquoise"
"8936","BEX3","turquoise"
"8937","GRM8","turquoise"
"8941","TPP1","turquoise"
"8946","NMUR1","turquoise"
"8947","RNF130","turquoise"
"8950","USP7","turquoise"
"8954","CHRM2","turquoise"
"8958","C16orf62","turquoise"
"8959","TSPAN9","turquoise"
"8960","EML1","turquoise"
"8962","GMPR","turquoise"
"8963","TRIM41","turquoise"
"8971","REEP4","turquoise"
"8981","HERC5","turquoise"
"8984","SGK3","turquoise"
"8985","S100A8","turquoise"
"8996","ABCA7","turquoise"
"9000","KCNH5","turquoise"
"9005","ACSL6","turquoise"
"9017","TIFAB","turquoise"
"9019","MAGEF1","turquoise"
"9025","DSC1","turquoise"
"9034","TEX19","turquoise"
"9041","OR52K2","turquoise"
"9042","FOLR3","turquoise"
"9048","HLA-DPB2","turquoise"
"9050","NPHP3","turquoise"
"9055","HNRNPDL","turquoise"
"9057","ERICH6","turquoise"
"9060","ARRB1","turquoise"
"9063","RNASE2","turquoise"
"9066","SLC22A15","turquoise"
"9074","ADORA3","turquoise"
"9076","TMEM206","turquoise"
"9080","CCDC73","turquoise"
"9090","PTPRC","turquoise"
"9092","AZU1","turquoise"
"9093","ZNF680","turquoise"
"9097","CDK5R1","turquoise"
"9104","CLEC18C","turquoise"
"9105","OR4C13","turquoise"
"9107","AFAP1L2","turquoise"
"9108","TSPAN6","turquoise"
"9109","TPR","turquoise"
"9110","ERICH1","turquoise"
"9115","TLR1","turquoise"
"9117","NPY","turquoise"
"9124","CR1","turquoise"
"9126","TXNDC9","turquoise"
"9128","ADGRG3","turquoise"
"9137","TECTB","turquoise"
"9139","PARP9","turquoise"
"9140","GZMH","turquoise"
"9143","DPEP3","turquoise"
"9144","ARFGAP3","turquoise"
"9145","CA5A","turquoise"
"9148","OR10H3","turquoise"
"9149","LDLRAD1","turquoise"
"9154","C9orf84","turquoise"
"9156","STMN4","turquoise"
"9162","MARCO","turquoise"
"9163","PAX9","turquoise"
"9168","MS4A12","turquoise"
"9169","RPL26","turquoise"
"9172","RAB3D","turquoise"
"9173","PTPRJ","turquoise"
"9176","UCHL5","turquoise"
"9184","ZNF641","turquoise"
"9189","RIN3","turquoise"
"9192","NINJ2","turquoise"
"9195","ORM2","turquoise"
"9196","KRT33A","turquoise"
"9197","LOC606724","turquoise"
"9203","LY9","turquoise"
"9208","SCYL1","turquoise"
"9217","SUMO1P3","turquoise"
"9220","PPP1R8","turquoise"
"9229","NARS","turquoise"
"9231","GP6","turquoise"
"9234","TAS2R9","turquoise"
"9235","PTK2B","turquoise"
"9236","PADI1","turquoise"
"9244","MAPKAPK3","turquoise"
"9245","OR2AG1","turquoise"
"9248","LRRC40","turquoise"
"9255","TMTC3","turquoise"
"9256","SEC14L1","turquoise"
"9257","TMEM216","turquoise"
"9259","FAM214B","turquoise"
"9261","CRISP1","turquoise"
"9264","FAM71E1","turquoise"
"9266","TRNAU1AP","turquoise"
"9274","ALG9","turquoise"
"9279","IPPK","turquoise"
"9283","LILRB5","turquoise"
"9287","PPP1R18","turquoise"
"9288","RNF169","turquoise"
"9291","PHF20L1","turquoise"
"9295","RAB36","turquoise"
"9298","RALGAPB","turquoise"
"9303","CCDC26","turquoise"
"9304","KIR3DL1","turquoise"
"9310","CYSLTR1","turquoise"
"9313","EIF2A","turquoise"
"9329","KIR3DL3","turquoise"
"9331","SULT1B1","turquoise"
"9333","SPDYE4","turquoise"
"9334","GOLGA3","turquoise"
"9346","TFEB","turquoise"
"9353","MPP1","turquoise"
"9358","PAGE3","turquoise"
"9366","IGF2BP1","turquoise"
"9367","JUP","turquoise"
"9384","FKBP8","turquoise"
"9386","GTF3C4","turquoise"
"9387","BAG1","turquoise"
"9388","SIRPB1","turquoise"
"9389","CCDC186","turquoise"
"9392","LDLRAD2","turquoise"
"9393","TATDN2","turquoise"
"9401","LILRB2","turquoise"
"9404","DUSP18","turquoise"
"9405","MAPRE3","turquoise"
"9410","TPH2","turquoise"
"9414","BNIP1","turquoise"
"9440","FRG1","turquoise"
"9441","CHST13","turquoise"
"9443","GPR65","turquoise"
"9446","LILRA1","turquoise"
"9447","CEP57L1","turquoise"
"9453","HSPA4","turquoise"
"9456","MTHFR","turquoise"
"9457","SELPLG","turquoise"
"9465","TMA16","turquoise"
"9466","ATG2B","turquoise"
"9469","A4GALT","turquoise"
"9475","THEMIS2","turquoise"
"9480","LOC653653","turquoise"
"9482","NCSTN","turquoise"
"9484","PRAMEF10","turquoise"
"9485","CIAPIN1","turquoise"
"9490","ENKUR","turquoise"
"9494","SDAD1","turquoise"
"9502","FAM98A","turquoise"
"9505","ACHE","turquoise"
"9519","AGAP2","turquoise"
"9528","KRT1","turquoise"
"9530","SLC11A1","turquoise"
"9531","FBLN7","turquoise"
"9542","OR2T3","turquoise"
"9543","UTP15","turquoise"
"9545","KLF2","turquoise"
"9547","CNOT4","turquoise"
"9553","CIB3","turquoise"
"9555","MMP8","turquoise"
"9559","SUB1","turquoise"
"9563","LIAS","turquoise"
"9576","FRAT1","turquoise"
"9578","CYP4F3","turquoise"
"9581","CHTOP","turquoise"
"9582","GNMT","turquoise"
"9584","ZNF555","turquoise"
"9586","KCNV1","turquoise"
"9587","POU2F2","turquoise"
"9591","PSMC1","turquoise"
"9596","VWC2","turquoise"
"9598","SECISBP2","turquoise"
"9607","CD74","turquoise"
"9613","TKT","turquoise"
"9627","VPS26B","turquoise"
"9629","GNPTAB","turquoise"
"9631","RB1CC1","turquoise"
"9635","HIST1H2BM","turquoise"
"9639","SKIL","turquoise"
"9640","TMEM140","turquoise"
"9643","ZDHHC23","turquoise"
"9644","TMOD1","turquoise"
"9645","PLB1","turquoise"
"9650","SIGIRR","turquoise"
"9651","SLITRK3","turquoise"
"9653","SOX12","turquoise"
"9655","BRD4","turquoise"
"9656","PHACTR1","turquoise"
"9660","RPL39","turquoise"
"9668","POM121L12","turquoise"
"9670","TRAM1","turquoise"
"9674","SH3BGRL3","turquoise"
"9683","LRRC75B","turquoise"
"9684","TTC16","turquoise"
"9687","SLC25A17","turquoise"
"9688","BCL6","turquoise"
"9691","FNIP1","turquoise"
"9693","GOLGA6B","turquoise"
"9696","PSMD14","turquoise"
"9697","MSH2","turquoise"
"9717","ADAM20","turquoise"
"9722","BARHL1","turquoise"
"9726","PIF1","turquoise"
"9732","C12orf43","turquoise"
"9737","ZNF70","turquoise"
"9739","C1QA","turquoise"
"9742","LSM5","turquoise"
"9744","CDC14C","turquoise"
"9757","ZNF623","turquoise"
"9784","TMEM185A","turquoise"
"9786","SHROOM1","turquoise"
"9789","METTL15","turquoise"
"9790","MICU2","turquoise"
"9791","RNPEP","turquoise"
"9794","TUFM","turquoise"
"9798","G6PC","turquoise"
"9800","TMEM201","turquoise"
"9803","GAGE8","turquoise"
"9804","KEL","turquoise"
"9806","AQP7","turquoise"
"9808","MYD88","turquoise"
"9810","ATAD3A","turquoise"
"9822","SATB2","turquoise"
"9829","FXR2","turquoise"
"9833","GPR180","turquoise"
"9836","SNX4","turquoise"
"9838","MAST3","turquoise"
"9839","TFCP2","turquoise"
"9841","PLP2","turquoise"
"9843","PPP2R5A","turquoise"
"9854","CACHD1","turquoise"
"9855","DEXI","turquoise"
"9859","TROVE2","turquoise"
"9860","ACAA1","turquoise"
"9866","HS2ST1","turquoise"
"9868","MNDA","turquoise"
"9874","CCDC121","turquoise"
"9875","HIST1H2BO","turquoise"
"9883","SI","turquoise"
"9887","DOPEY1","turquoise"
"9888","CALML6","turquoise"
"9892","SCP2D1","turquoise"
"9894","NSL1","turquoise"
"9896","OMG","turquoise"
"9897","ZNF668","turquoise"
"9901","EIF3E","turquoise"
"9902","UBE4A","turquoise"
"9904","HTR3C","turquoise"
"9905","SLC6A5","turquoise"
"9907","LBHD1","turquoise"
"9915","GLMN","turquoise"
"9916","CCR8","turquoise"
"9918","IFIT2","turquoise"
"9928","NMI","turquoise"
"9930","CYB5R2","turquoise"
"9931","FEZ2","turquoise"
"9932","ACOT11","turquoise"
"9933","MSI1","turquoise"
"9937","UGT2B15","turquoise"
"9941","ZDHHC6","turquoise"
"9946","JSRP1","turquoise"
"9948","KIR2DL4","turquoise"
"9951","MED7","turquoise"
"9952","RHOG","turquoise"
"9953","CD3E","turquoise"
"9955","NDE1","turquoise"
"9957","PRKCG","turquoise"
"9958","ZNF547","turquoise"
"9965","RAB3GAP1","turquoise"
"9975","PCNX1","turquoise"
"9976","CD14","turquoise"
"9977","PRB1","turquoise"
"9979","OR51D1","turquoise"
"9985","ORC4","turquoise"
"9992","ANKRD26","turquoise"
"9994","TYRO3","turquoise"
"10008","KRTAP20-2","turquoise"
"10013","SIGLEC5","turquoise"
"10019","NRL","turquoise"
"10025","USP51","turquoise"
"10027","CATSPER4","turquoise"
"10029","FTL","turquoise"
"10050","RPS11","turquoise"
"10051","ZNF440","turquoise"
"10052","CDKN2D","turquoise"
"10058","TIAM2","turquoise"
"10059","PRF1","turquoise"
"10060","CYP2D6","turquoise"
"10062","GRIN2D","turquoise"
"10064","SLC22A25","turquoise"
"10067","RBM26","turquoise"
"10072","RPL7A","turquoise"
"10082","CERKL","turquoise"
"10088","FPR2","turquoise"
"10089","C7orf49","turquoise"
"10095","MACROD1","turquoise"
"10097","GPX6","turquoise"
"10098","CA3","turquoise"
"10100","TRMT10A","turquoise"
"10103","CH25H","turquoise"
"10113","TXK","turquoise"
"10123","KLHDC2","turquoise"
"10126","RBM33","turquoise"
"10131","RNF175","turquoise"
"10132","PRR14L","turquoise"
"10135","IKZF4","turquoise"
"10141","RALGAPA1","turquoise"
"10145","AOC2","turquoise"
"10152","HPS1","turquoise"
"10153","ZNHIT1","turquoise"
"10157","DCTN4","turquoise"
"10160","CNR2","turquoise"
"10169","PPP1R3A","turquoise"
"10173","CPXM2","turquoise"
"10175","DOPEY2","turquoise"
"10181","CDC7","turquoise"
"10183","GBAP1","turquoise"
"10184","KIAA1429","turquoise"
"10187","TTPA","turquoise"
"10190","OSCAR","turquoise"
"10198","SMARCAD1","turquoise"
"10201","CD160","turquoise"
"10206","GNAI1","turquoise"
"10207","VN1R1","turquoise"
"10218","SPAG16","turquoise"
"10219","HIST1H2AD","turquoise"
"10221","UBL4A","turquoise"
"10233","RNF121","turquoise"
"10234","SUCO","turquoise"
"10239","SPICE1","turquoise"
"10243","POLR1D","turquoise"
"10251","GRB2","turquoise"
"10255","GFI1B","turquoise"
"10256","MLNR","turquoise"
"10265","HOXB13","turquoise"
"10267","NKX1-2","turquoise"
"10269","LURAP1","turquoise"
"10270","OR8D1","turquoise"
"10276","LPXN","turquoise"
"10279","SPATA13","turquoise"
"10285","SYT1","turquoise"
"10290","HESX1","turquoise"
"10294","ZFP30","turquoise"
"10296","PDX1","turquoise"
"10298","CTSS","turquoise"
"10300","SERPINA13P","turquoise"
"10301","PWP1","turquoise"
"10304","XRCC6","turquoise"
"10305","TNFRSF18","turquoise"
"10314","C6orf120","turquoise"
"10316","EGR2","turquoise"
"10323","MICALCL","turquoise"
"10325","GP9","turquoise"
"10330","PAFAH1B2","turquoise"
"10331","TBC1D12","turquoise"
"10342","PIGW","turquoise"
"10352","CEACAM3","turquoise"
"10355","ZXDC","turquoise"
"10359","POMT1","turquoise"
"10363","FLG2","turquoise"
"10373","ACAP3","turquoise"
"10375","SLC25A39","turquoise"
"10377","C5orf24","turquoise"
"10384","OR51A4","turquoise"
"10391","OR2A42","turquoise"
"10392","TNFAIP8L2","turquoise"
"10395","PTTG2","turquoise"
"10396","CEBPZ","turquoise"
"10399","SDHA","turquoise"
"10401","INPP5D","turquoise"
"10403","FAM209A","turquoise"
"10405","TBC1D31","turquoise"
"10406","TP53TG3","turquoise"
"10407","OR2D2","turquoise"
"10420","FAM53C","turquoise"
"10423","ZNRF4","turquoise"
"10425","CYBA","turquoise"
"10426","DCAF13","turquoise"
"10430","CAND1","turquoise"
"10431","PSMB5","turquoise"
"10436","PARK7","turquoise"
"10450","OR6T1","turquoise"
"10470","GRTP1","turquoise"
"10474","CLEC1B","turquoise"
"10479","MPLKIP","turquoise"
"10491","REM2","turquoise"
"10493","MOK","turquoise"
"10495","CREM","turquoise"
"10499","ZMAT2","turquoise"
"10501","CXCL9","turquoise"
"10508","PCDH15","turquoise"
"10510","BBX","turquoise"
"10512","UTP3","turquoise"
"10519","PF4V1","turquoise"
"10521","FAM117A","turquoise"
"10531","MFHAS1","turquoise"
"10534","METTL2A","turquoise"
"10543","NR2F2","turquoise"
"10545","CX3CR1","turquoise"
"10549","TDRD3","turquoise"
"10551","NELL1","turquoise"
"10560","MAP1LC3B2","turquoise"
"10562","CEACAM21","turquoise"
"10564","FOLR2","turquoise"
"10565","IRAK2","turquoise"
"10580","CARMIL2","turquoise"
"10581","NRROS","turquoise"
"10584","TNFSF4","turquoise"
